id,src,ref,hyp,conf,parse_warnings,timestamp_utc
119,Traffic jams are a regular occurrence on the bypass - here's a photo from November.,Es staut sich regelmäßig auf der Umgehungsstraße - hier ein Bild vom November.,Staus sind auf der Umgehungsstraße an der Tagesordnung – hier ist ein Foto vom November.,0.96,,2026-02-26T20:06:39.874508+00:00
120,"I appreciate all the work that has been put in by my team, Devon and Cornwall Police and members of the community who bravely came forward to give us information.","Ich schätze all die Arbeit, die mein Team, die Polizei von Devon und Cornwall sowie Mitglieder der Gemeinde, die mutig auf uns zugegangen sind und uns die Informationen haben zukommen lassen haben, geleistet haben.","Ich schätze all die Arbeit, die von meinem Team, der Polizei von Devon und Cornwall sowie von Mitgliedern der Gemeinschaft geleistet wurde, die mutig nach vorn getreten sind, um uns Informationen zu geben.",0.93,,2026-02-26T20:06:42.336938+00:00
121,"On Thursday afternoon, MacDonald apologized on-air and attempted to qualify his remark by stating he didn't mean for it to be construed as a personal attack.","Am Donnerstag nachmittag entschuldigte sich MacDonald in der Sendung und versuchte seine Bemerkung zu rechtfertigen, indem er aussagte, dass es nicht seine Absicht war, dass sie als persönlicher Angriff ausgelegt wird.","Am Donnerstagnachmittag entschuldigte sich MacDonald live auf Sendung und versuchte, seine Bemerkung zu relativieren, indem er erklärte, er habe nicht gewollt, dass sie als persönlicher Angriff aufgefasst werde.",0.96,,2026-02-26T20:06:45.095973+00:00
122,"Hindes, Kenny - champions with Hoy four years ago - and Skinner set an Olympic record in qualifying, but the standard was overtaken by New Zealand in the first round.","Hindes, Kenny - die vor vier Jahren mit Hoy siegten - und Skinner setzten in den Qualifikationsrunden einen Olympiarekord, aber in den Standardrunden siegten die Neuseeländer in der ersten Runde.","Hindes, Kenny – vor vier Jahren mit Hoy Champions – und Skinner stellten in der Qualifikation einen olympischen Rekord auf, doch dieser Bestwert wurde in der ersten Runde von Neuseeland übertroffen.",0.86,,2026-02-26T20:06:47.722134+00:00
123,Sounds tricky?,Klingt schwierig?,Klingt knifflig?,0.93,,2026-02-26T20:06:49.700583+00:00
124,"For the first time in history, the CAS, not the IOC, is responsible for sanctioning sportspeople who test positive.","Erstmals in der Geschichte ist nicht mehr das IOC, sondern der CAS für die Sanktionierung der Sportler mit positiven Fällen zuständig.","Zum ersten Mal in der Geschichte ist der CAS und nicht das IOC für die Sanktionierung von Sportlerinnen und Sportlern verantwortlich, die positiv getestet werden.",0.93,,2026-02-26T20:06:52.688131+00:00
125,"House searches had revealed evidence and drugs, the police revealed on Friday.","Bei Wohnungsdurchsuchungen seien Beweismittel und Rauschgift sichergestellt worden, teilte die Polizei am Freitag mit.","Bei Hausdurchsuchungen seien Beweismittel und Drogen gefunden worden, teilte die Polizei am Freitag mit.",0.93,,2026-02-26T20:06:55.497825+00:00
126,Teachers must be better trained for dealing with traumatised individuals.,Lehrkräfte müssten besser auf den Umgang mit traumatisierten Menschen vorbereitet werden.,"Lehrkräfte müssen besser darin geschult werden, mit traumatisierten Personen umzugehen.",0.97,,2026-02-26T20:06:57.715743+00:00
127,"This is rather less magical than it sounds: the seats in the back can be flipped up like cinema seats to reveal additional loading space, measuring 1.24 m from floor to ceiling.","Das ist weniger magisch, als es klingt: Die Sitzflächen der Rückbank lassen sich wie Kinosessel hochklappen und bieten dadurch Stauraum, der vom Boden bis zur Decken 1,24 m hoch ist.","Das ist deutlich weniger magisch, als es klingt: Die Sitze im Fond lassen sich wie Kinositze hochklappen, um zusätzlichen Laderaum freizugeben, der vom Boden bis zur Decke 1,24 m misst.",0.93,,2026-02-26T20:07:00.616597+00:00
128,"The global IAAF federation has requested information about the matter from the IOC so it can carry out its own investigations, stated an IAAF spokesperson.","Der Weltverband IAAF hat das IOC um Informationen über den Fall ersucht, um eigene Untersuchungen anzustrengen, teilte ein IAAF-Sprecher mit.","Der globale IAAF-Verband hat vom IOC Informationen zu der Angelegenheit angefordert, damit er seine eigenen Untersuchungen durchführen kann, erklärte ein IAAF-Sprecher.",0.97,,2026-02-26T20:07:02.859809+00:00
129,Republican strongholds are wavering,Republikanische Hochburgen wackeln,Republikanische Hochburgen geraten ins Wanken,0.93,,2026-02-26T20:07:04.849432+00:00
130,"Tom Hakala, who directed the film, added: 'Let's put it this way - I would have lost my respect for Ian if he had licked some of the things I asked him to, like the disgusting Russian toilet that's shown in the film.'","Tom Hakala, der die Regie des Films führte, fügte hinzu: ""Lassen Sie es mich so sagen - Ich hätte meinen Respekt für Ian verloren, wenn er einige der Dinge geleckt hätte, die ich ihm angewiesen habe zu lecken, so wie die ekelhafte russische Toilette, die in dem Film gezeigt wird.""","Tom Hakala, der bei dem Film Regie führte, fügte hinzu: „Sagen wir es mal so – ich hätte den Respekt vor Ian verloren, wenn er einige der Dinge, um die ich ihn gebeten habe, abgeleckt hätte, wie etwa die ekelhafte russische Toilette, die im Film zu sehen ist.“",0.96,,2026-02-26T20:07:07.998880+00:00
131,"On Thursday, Snapchat declined to discuss the racial backgrounds of its staff, but according to a spokesman, the company recently hired a recruiter to focus on underrepresented populations and on driving inclusion efforts internally.","Am Donnerstag lehnte es Snapchat ab, die kulturellen Hintergründe seiner Mitarbeiter zu diskutieren, aber laut eines Sprechers hat das Unternehmen kürzlich einen Personalverantwortlichen eingestellt, der sich auf unterrepräsentierte Bevölkerungsgruppen und auf interne Integrationsbemühungen konzentriert.","Am Donnerstag lehnte Snapchat es ab, über die ethnischen Hintergründe seiner Mitarbeiter zu sprechen, doch laut einem Sprecher hat das Unternehmen kürzlich einen Recruiter eingestellt, der sich auf unterrepräsentierte Bevölkerungsgruppen und darauf konzentriert, interne Inklusionsbemühungen voranzutreiben.",0.93,,2026-02-26T20:07:10.839538+00:00
132,"During this period, builders renovated the rooms on behalf of the unidentified owner of the house.",Währenddessen renovierten Bauarbeiter im Auftrag der unbekannten Hausbesitzer die Räume.,In dieser Zeit renovierten Bauarbeiter die Zimmer im Auftrag des unbekannten Eigentümers des Hauses.,0.97,,2026-02-26T20:07:13.219804+00:00
133,It is unfair to show them volunteers on site.,"Eigentlich ist es unfair, sie Helfern vor Ort zu stellen.","Es ist unfair, ihnen Freiwillige vor Ort zu zeigen.",0.62,,2026-02-26T20:07:16.780079+00:00
134,"More than 160,000 of the nation's most vulnerable are turned away from community legal centres every year, with the sector bracing itself for the impact further funding cuts will have on already-stretched operations.","Mehr als 160.000 der Hilfsbedürfigsten des Landes werden jährlich von den Gemeinderechtszentren abgewiesen, während sich die Branche auf die Auswirkungen weiterer Mittelkürzungen auf bereits überlastete Transaktionen gefasst macht.","Jedes Jahr werden mehr als 160.000 der am stärksten gefährdeten Menschen des Landes von gemeinnützigen Rechtsberatungsstellen abgewiesen, während sich der Sektor auf die Auswirkungen weiterer Mittelkürzungen auf die bereits überlasteten Strukturen einstellt.",0.93,,2026-02-26T20:07:20.151067+00:00
135,"But that post was taken by another close Putin ally, Dmitry Medvedev.","Aber dieser Posten wurde von einem weiteren, nahestehenden Verbündeten Putins eingenommen, Dmitry Medvedev.","Aber dieser Beitrag wurde von einem anderen engen Putin-Verbündeten, Dmitri Medwedew, übernommen.",0.93,,2026-02-26T20:07:22.498042+00:00
136,"A musical has gripped Salzburg: Leornard Bernstein's masterpiece, ""West Side Story"".","Ein Musical erobert Salzburg: die ""West Side Story"", Leornard Bernsteins Meisterwerk.",Ein Musical hat Salzburg in seinen Bann gezogen: Leonard Bernsteins Meisterwerk „West Side Story“.,0.96,,2026-02-26T20:07:24.977382+00:00
137,12-0 and GB had hardly touched the ball.,12-0 und GB hat kaum den Ball angefasst.,"12:0, und GB hatte den Ball kaum berührt.",0.93,,2026-02-26T20:07:27.101603+00:00
138,"His bronze medal from the 2008 Olympics was also taken away, but it was returned to him following a decision by the International Court of Arbitration for Sport, CAS.",Die ebenfalls aberkannte Bronzemedaille der Olympischen Spiele 2008 erhielt er aufgrund eines Urteils des Internationalen Sportgerichtshofs CAS zurück.,"Auch seine Bronzemedaille von den Olympischen Spielen 2008 wurde ihm aberkannt, wurde ihm jedoch nach einer Entscheidung des Internationalen Sportgerichtshofs (CAS) zurückgegeben.",0.93,,2026-02-26T20:07:29.962480+00:00
139,"Chilli-powder condoms, firecrackers boost Tanzania elephant protection","Kondome mit Chilipuder, Feuerwerkskörper fördern Tanzanias Elefantenschutz","Kondome mit Chilipulver, Feuerwerkskörper stärken den Elefantenschutz in Tansania",0.93,,2026-02-26T20:07:32.427431+00:00
140,"""There were concerns that... state institutions had turned a blind eye to such behaviour because of ""politically correct"" over-sensitivities about ethnicity and religion.""","""Es gab Bedenken, dass... staatliche Institutionen ein solches Verhalten aufgrund von ""politisch korrekten"" Überempfindlichkeiten bezüglich der Ethnie und Religion wissentlich ignoriert hätten.""","Es gab Bedenken, dass staatliche Institutionen ein Auge zugedrückt hätten, was ein solches Verhalten angeht, wegen „politisch korrekter“ Überempfindlichkeiten in Bezug auf Ethnie und Religion.",0.93,,2026-02-26T20:07:35.123495+00:00
141,Consequently new containers will soon be located in Wasenstraße.,Also werden bald neue Container in der Wasenstraße aufgestellt.,Folglich werden neue Container bald in der Wasenstraße aufgestellt.,0.93,,2026-02-26T20:07:37.196604+00:00
142,I will also be involved in that.,Auch daran beteilige ich mich.,Ich werde auch daran beteiligt sein.,0.93,,2026-02-26T20:07:39.229792+00:00
143,The first is seemingly innocuous: smartphones.,Der erste scheint harmlos: Smartphones.,Das Erste wirkt scheinbar harmlos: Smartphones.,0.93,,2026-02-26T20:07:41.605395+00:00
144,"Clearly looking to kill herself, the victim, a Swiss woman aged 49, was hit by several vehicles including a lorry.","Es ist offensichtlich, dass sich eine Schweizerin im Alter von 49 Jahren, die von mehreren Fahrzeugen, einschließlich eines Lastwagens, überfahren wurde, selbst töten wollte.","Offenbar in suizidaler Absicht wurde das Opfer, eine 49-jährige Schweizerin, von mehreren Fahrzeugen, darunter einem Lastwagen, erfasst.",0.93,,2026-02-26T20:07:44.263507+00:00
145,"Despite that, according to Bratman, the situation in terms of the housing market is also hotting up.","Ungeachtet dessen, so Bratmann, bahne sich eine Verschärfung der Situation auf dem Wohnungsmarkt an.",Trotzdem heizt sich laut Bratman die Lage auf dem Wohnungsmarkt ebenfalls auf.,0.93,,2026-02-26T20:07:46.450365+00:00
146,Ferguson Rotich came fourth in the 800-metre race at the 2015 World Championships in Beijing.,Ferguson Rotich war 2015 in Peking WM-Vierter über 800 Meter geworden.,Ferguson Rotich wurde im 800-Meter-Lauf bei den Weltmeisterschaften 2015 in Peking Vierter.,0.99,,2026-02-26T20:07:49.278206+00:00
147,"The SPD, the strongest party since 1998, is now clearly behind the CDU, according to polls.","Die SPD, seit 1998 stärkste Partei, liegt nun in Umfragen klar hinter der CDU.","Die SPD, seit 1998 die stärkste Partei, liegt laut Umfragen nun deutlich hinter der CDU.",0.97,,2026-02-26T20:07:51.699287+00:00
148,"'Needless to say, there was no disrespect intended and I'm very sorry.'","Natürlich war keine Missachtung beabsichtigt und es tut mir sehr leid.""","Es versteht sich von selbst, dass keine Respektlosigkeit beabsichtigt war, und es tut mir sehr leid.",0.96,,2026-02-26T20:07:54.166664+00:00
149,When she returned the next morning at around 8.15 a.m. around 250 euros was missing from the till.,"Als sie am nächsten Morgen gegen 8.15 Uhr zurückkam, waren aus der Kasse zirka 250 Euro verschwunden.","Als sie am nächsten Morgen gegen 8.15 Uhr zurückkehrte, fehlten etwa 250 Euro aus der Kasse.",0.97,,2026-02-26T20:07:56.253901+00:00
150,But clearly that has not stopped the internal resentment of Ethiopia's government from intensifying.,Aber offensichtlich hat dies nicht die Intensivierung der internen Missgunst der äthiopischen Regierung verhindert.,Doch offensichtlich hat das die zunehmende interne Verbitterung gegenüber der Regierung Äthiopiens nicht aufgehalten.,0.86,,2026-02-26T20:08:00.416597+00:00
151,It's not calm advertisement for the actual matter at hand.,Das ist keine betuliche Werbung für die eigene Sache.,"Es ist keine ruhige Werbung für die eigentliche Sache, um die es geht.",0.72,,2026-02-26T20:08:02.665624+00:00
152,"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.","Massiv, da das Viadukt 222 Meter lang ist, ca. 6.000 Tonnen wiegt und bei einer Steigung von ca. 3 % nach oben gezogen werden musste.","Massiv, weil das Viadukt 222 Meter lang ist, etwa 6.000 Tonnen wiegt und eine Steigung von rund 3 % hinaufgezogen werden musste.",0.93,,2026-02-26T20:08:04.971487+00:00
153,Being singled out as a Gülen-supporter is career-destroying for teachers and other academics.,Die Brandmarkung als Gülen-Anhänger vernichtet Lehrern und anderen Akademikern die berufliche Existenz.,"Als Gülen-Anhänger herausgegriffen zu werden, ist karrierezerstörend für Lehrkräfte und andere Akademiker.",0.93,,2026-02-26T20:08:07.708857+00:00
154,"According to the authorities, the explosive device was launched from a flower bed on the edge of the coastal police's territory.",Der Sprengsatz sei laut den Behörden in einem Blumenbeet vor dem Revier der Küstenpolizei in die Luft gegangen.,Nach Angaben der Behörden wurde der Sprengsatz aus einem Blumenbeet am Rand des Zuständigkeitsgebiets der Küstenpolizei abgefeuert.,0.93,,2026-02-26T20:08:10.347734+00:00
155,"""The man himself called up and admitted to having shot his partner,"" a police spokeswoman said.","""Der Mann hat selbst bei uns angerufen und angegeben, seine Lebensgefährtin erschossen zu haben"", sagte eine Polizeisprecherin.","""Der Mann selbst rief an und gab zu, seinen Partner erschossen zu haben"", sagte eine Polizeisprecherin.",0.93,,2026-02-26T20:08:12.898807+00:00
156,"For eons, Amharas from Ethiopia's predominantly Christian highlands flourished in politics and business, exploiting the Oromos, many of whom are Muslim and live in lowland areas.","Seit Äonen prosperierten die Amharas, die aus Äthopiens überwiegend christlichen Hochländern kommen, in der Politik und Wirtschaft, während sie die Oromos ausbeuteten, von denen viele Muslime sind und in Flachlandgebieten leben.","Seit Äonen florierten Amharen aus Äthiopiens überwiegend christlichem Hochland in Politik und Wirtschaft und beuteten die Oromos aus, von denen viele Muslime sind und in Tieflandgebieten leben.",0.93,,2026-02-26T20:08:15.496487+00:00
157,"Apple, and Asian providers such as Samsung, now hold sway.",Das Sagen haben nun Apple und asiatische Anbieter wie Samsung.,Apple und asiatische Anbieter wie Samsung haben nun das Sagen.,0.93,,2026-02-26T20:08:17.683016+00:00
158,"""If you don't submit to WADA/FINA checks a particular amount of time before the World Championships/Olympics, then you shouldn't be able to take part,"" the Hamburg resident stated, who now runs an ice-cream parlour.","""Wer nicht eine gewisse Zeit vor WM/OS von unabhängigen Kontrolleuren der WADA/FINA kontrolliert werden kann, darf nicht teilnehmen"", fordert der Wahl-Hamburger, der mittlerweile eine Eisdiele betreibt.","""Wenn du dich nicht eine bestimmte Zeit vor den Weltmeisterschaften/Olympischen Spielen den WADA-/FINA-Kontrollen unterziehst, dann solltest du nicht teilnehmen dürfen"", erklärte der Hamburger, der inzwischen eine Eisdiele betreibt.",0.93,,2026-02-26T20:08:20.551827+00:00
159,Residents can now drive on both sides of the B 27 out of Ofterdingen.,Die Bürger können nun von Ofterdingen aus die B 27 wieder beidseitig befahren.,Anwohner können jetzt auf beiden Seiten der B 27 aus Ofterdingen heraus fahren.,0.86,,2026-02-26T20:08:22.928278+00:00
160,This is such an exciting time.,Das ist eine so spannende Zeit.,Das ist eine so aufregende Zeit.,0.96,,2026-02-26T20:08:25.019974+00:00
161,"That is one event, one gold medal for the nation which won seven out of 10 track titles in both Beijing and London.","Das ist ein Ereignis, eine Goldmedaille für die Nation, die sieben von 10 Titeln sowohl in Peking als auch in London gewonnen wurden.","Das ist ein Wettbewerb, eine Goldmedaille für die Nation, die in Peking und London jeweils sieben von zehn Bahn-Titeln gewann.",0.86,,2026-02-26T20:08:27.279344+00:00
162,"In 2015, the average sale price of a smartphone in Germany was 392 euros.",Der durchschnittliche Verkaufspreis eines Smartphones in Deutschland lag 2015 bei 392 Euro.,Im Jahr 2015 betrug der durchschnittliche Verkaufspreis eines Smartphones in Deutschland 392 Euro.,0.99,,2026-02-26T20:08:29.904714+00:00
163,Police use tear gas & rubber bullets against protesting Brazilian students,Polizei setzt Tränengas & Gummigeschosse gegen protestierende brasilianische Studenten ein,Die Polizei setzt Tränengas und Gummigeschosse gegen protestierende brasilianische Studierende ein.,0.98,,2026-02-26T20:08:32.480211+00:00
164,"From flying finishes to flying dismounts, Frankie Dettori has been the poster boy of British Flat racing for two decades.","Von Flying Finishes zu Flying Dismounts, Frankie Dettori ist seit zwei Jahrzehnten das Aushängeschild des britischen Flachrennens.",Von fliegenden Zieleinläufen bis zu fliegenden Abgängen war Frankie Dettori zwei Jahrzehnte lang das Aushängeschild des britischen Flachrennsports.,0.9,,2026-02-26T20:08:34.854793+00:00
165,Six rescue vehicles and an ambulance were in attendance at the scene of the accident on the no.2 road.,Sechs Rettungswagen und ein Notarztwagen kamen zum Unfallort auf der Landesstraße 2.,Sechs Rettungsfahrzeuge und ein Krankenwagen waren an der Unfallstelle auf der Straße Nr. 2 im Einsatz.,0.93,,2026-02-26T20:08:37.168621+00:00
166,I needed to get paid so I had to get better quickly.,"Ich benötigte Geld, daher musste es mir bald wieder besser gehen.","Ich musste bezahlt werden, also musste ich schnell besser werden.",0.93,,2026-02-26T20:08:39.628574+00:00
167,We all as a team came together in the last three months.,Wir sind in den letzten drei Monaten als Team zusammengekommen.,Wir alle als Team sind in den letzten drei Monaten zusammengewachsen.,0.86,,2026-02-26T20:08:42.704087+00:00
168,"In the US, the game has led to a significant increase in the number of steps taken by the ""average"" person each day.","In den USA führte das Spiel zu einem beträchtlichen Anstieg an Schritten, die die ""durchschnittliche"" Person jeden Tag zurücklegt.","In den USA hat das Spiel zu einem deutlichen Anstieg der Anzahl der Schritte geführt, die die „durchschnittliche“ Person jeden Tag macht.",0.97,,2026-02-26T20:08:45.650433+00:00
169,"For while smartphone apps like Fitbit could previously track our activity, they didn't give us a reason to exercise like this game does.","Auch wenn Smartphone-Apps wie Fitbit bereits früher unsere Aktivität nachverfolgen konnten, gaben sie uns keinen Grund, Sport zu treiben, wie es dieses Spiel tut.","Während Smartphone-Apps wie Fitbit früher zwar unsere Aktivität verfolgen konnten, gaben sie uns keinen Grund, Sport zu treiben, so wie es dieses Spiel tut.",0.93,,2026-02-26T20:08:47.985141+00:00
170,Arizona and Georgia are also at risk.,Als gefährdet gelten auch Arizona und Georgia.,Arizona und Georgia sind ebenfalls gefährdet.,0.93,,2026-02-26T20:08:50.132703+00:00
171,"""We want to start selling it to third parties,"" a postal service spokesman said on Friday.","""Wir wollen in den Verkauf an Dritte einsteigen"", sagte ein Post-Sprecher am Freitag.","""Wir wollen damit beginnen, es an Dritte zu verkaufen"", sagte ein Sprecher des Postdienstes am Freitag.",0.97,,2026-02-26T20:08:52.762192+00:00
172,"The dispute has led to junior doctors taking part in six strikes this year, including the first all-out stoppages in the history of the NHS.","Die Streitigkeiten führten dazu, dass Assistenzärzte dieses Jahr sechsmal streikten, die ersten Gesamtausfälle in der Geschichte des NHS.","Der Streit hat dazu geführt, dass Assistenzärzte in diesem Jahr an sechs Streiks teilgenommen haben, darunter die ersten vollständigen Arbeitsniederlegungen in der Geschichte des NHS.",0.93,,2026-02-26T20:08:56.649727+00:00
173,Effortless on beam.,Mühelos auf dem Balken.,Mühelos auf dem Balken.,0.86,,2026-02-26T20:08:59.377949+00:00
174,"According to Kokert, that will only play a ""minor role"".","Das, so meint Kokert, spiele nur noch eine ""untergeordnete Rolle"".",Laut Kokert wird das nur eine „untergeordnete Rolle“ spielen.,0.96,,2026-02-26T20:09:01.517530+00:00
175,"He said the jet had flown slightly lower than normal because of poor visibility caused by the smoke from nearby wildfires, but the air force insisted no-one's safety had been compromised.","Der Sprecher sagte, dass der Jet aufgrund der schlechten Sichtverhältnisse durch sich in der Nähe befindliche Flächenbrände etwas tiefer als üblich flog, allerdings beharrten die Luftstreitkräfte darauf, dass die Sicherheit zu keiner Zeit gefährdet war.","Er sagte, das Flugzeug sei wegen der durch den Rauch nahegelegener Waldbrände verursachten schlechten Sicht etwas niedriger als normal geflogen, doch die Luftwaffe bestand darauf, dass die Sicherheit niemandes beeinträchtigt worden sei.",0.93,,2026-02-26T20:09:06.844299+00:00
176,Fear of a recurrence can have a significant negative impact on a person's quality of life.,Die Angst vor einem erneuten Herzinfarkt kann erhebliche negative Auswirkungen auf die Lebensqualität einer Person haben.,Die Angst vor einem Rückfall kann sich erheblich negativ auf die Lebensqualität einer Person auswirken.,0.97,,2026-02-26T20:09:09.538036+00:00
177,Nine adult male cats and eight female cats from the MHH's animal husbandry programme were examined.,Beobachtet wurden insgesamt neun erwachsene Kater und acht Kätzinnen aus der Tierhaltung der MHH.,Neun erwachsene männliche Katzen und acht weibliche Katzen aus dem Tierhaltungsprogramm der MHH wurden untersucht.,0.98,,2026-02-26T20:09:11.888297+00:00
178,"Donald Trump admits there are ""huge problems"" with his election campaign",Donald Trump räumt ″gewaltige Probleme″ im Wahlkampf ein,"Donald Trump gibt zu, dass es ""riesige Probleme"" mit seinem Wahlkampf gibt.",0.97,,2026-02-26T20:09:14.323982+00:00
179,"The next day, they set off on the section towards St. Peter, the most demanding section, seeing them climb around 500 metres in altitude in sweltering heat, and then descend again.","Tags darauf trat man die Etappe nach St. Peter an, welche die anstrengenste Wegstrecke war, mussten doch bei schwüler Hitze zunächst rund 500 Höhenmeter abgestiegen und danach wieder erklommen werden.","Am nächsten Tag brachen sie auf dem Abschnitt in Richtung St. Peter auf, dem anspruchsvollsten Abschnitt, der sie in drückender Hitze rund 500 Höhenmeter aufsteigen und anschließend wieder absteigen ließ.",0.93,,2026-02-26T20:09:17.019417+00:00
180,It was all so new and I was so stressed.,Es war alles so neu für mich und ich war so gestresst.,Es war alles so neu und ich war so gestresst.,0.99,,2026-02-26T20:09:19.102048+00:00
181,"After plot, parcelling and accessibility questions had been answered, and applications for measurements had been made, there was nothing standing in the way of the sale of the plots in the residential areas of ""Straßlweg"" and ""Schönau-West"" (near Binderstraße - development section 1) to interested parties.","Nachdem die Grundstücks-, Parzellierungs- und Erschließungsfragen geklärt und die Anträge auf Vermessung gestellt werden konnten, steht dem Verkauf der Grundstücke in den Wohnbaugebieten ""Straßlweg"" und ""Schönau-West"" (Bereich Binderstraße - Ausbauabschnitt 1) an Interessenten nichts mehr im Wege.","Nachdem Fragen zur Planung, Parzellierung und Erschließung geklärt und Anträge auf Vermessung gestellt worden waren, stand dem Verkauf der Baugrundstücke in den Wohngebieten „Straßlweg“ und „Schönau-West“ (nahe der Binderstraße – Entwicklungsabschnitt 1) an Interessenten nichts mehr im Wege.",0.97,,2026-02-26T20:09:22.349675+00:00
182,"A banker said that, in Tegernsee, there was ""clientele who were rather better off in terms of assets.""","Ein Banker sagte, am Tegernsee gebe es ""eine Klientel, die vom Vermögen etwas üppiger ausgestattet ist"".","Ein Banker sagte, dass es in Tegernsee ""Kundschaft gab, die in Bezug auf Vermögenswerte eher besser gestellt war.""",0.93,,2026-02-26T20:09:24.917290+00:00
183,"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.","Schlagen Sie ihm sodann mit dem Knie in die Leiste und verdrehen Sie, während sich der Angreifer vor Schmerzen zusammenkrümmt, die Waffe aus seinen Händen. Schlagen Sie ihm mit dem Lauf ins Gesicht und bewegen Sie sich rückwärts, während sie die Waffe auf ihn richten.","Es folgt ein Knie in die Leiste, und während der Angreifer sich vor Schmerz krümmt, drehst du ihm die Waffe aus den Händen, schlägst ihm mit dem Lauf ins Gesicht und gehst zurück, wobei du die Waffe weiter auf ihn gerichtet hältst.",0.93,,2026-02-26T20:09:28.059486+00:00
184,"Clinton wants to lead the economy to its death and regulate it to its death, he says.","Clinton wolle die Wirtschaft zu Tode besteuern und zu Tode regulieren, sagt er.","Clinton will die Wirtschaft in den Tod führen und sie zu Tode regulieren, sagt er.",0.86,,2026-02-26T20:09:30.378717+00:00
185,"Angela Crow, of Devon and Cornwall Police, said the eviction sent a clear warning to other tenants who continue to flout the rules.","Angela Crow von der Polizei von Devon und Cornwall teilte mit, dass die Delogierung eine klare Warnung an die anderen Mieter sei, die sich nicht an die Hausordnung halten.","Angela Crow von der Polizei Devon und Cornwall sagte, die Räumung sende eine klare Warnung an andere Mieter, die weiterhin die Regeln missachten.",0.96,,2026-02-26T20:09:32.885887+00:00
186,"But Mr. Dooley, 28, of Lake Forest, Calif., is competing for the gold in Olympic trampoline.","Aber Dooley, 28, aus Lake Forest, Kalifornien, kämpft im olympischen Trampolinturnen um Gold.","Doch Mr. Dooley, 28, aus Lake Forest, Kalifornien, kämpft im olympischen Trampolinspringen um Gold.",0.93,,2026-02-26T20:09:35.437797+00:00
187,They generally only come to the surface in winter because they prefer water temperatures of around six degrees Celsius.,"Weil sie Wassertemperaturen um die sechs Grad Celsius bevorzugen, tauchen sie an der Oberfläche meist nur im Winter auf.","Sie kommen im Allgemeinen nur im Winter an die Oberfläche, weil sie Wassertemperaturen von etwa sechs Grad Celsius bevorzugen.",0.99,,2026-02-26T20:09:39.055844+00:00
188,"In Queensland, three out of five people - mostly the elderly, immigrants, vulnerable workers, victims of violence and those without resources to fight unfair evictions and the like - are already turned away while seeking free legal advice and representation.","In Queensland werden bereits drei von fünf Personen - meistens ältere Personen, Immigranten, hilfsbedürftige Arbeiter, Opfer von Gewalttaten und diejenigen, die über keine Mittel für ungerechte Delogierungen und ähnliches verfügen - bei ihrem Ansuchen auf kostenlose Rechtsberatung und Rechtsbeistand abgewiesen.","In Queensland werden bereits drei von fünf Menschen – überwiegend ältere Menschen, Einwanderer, schutzbedürftige Beschäftigte, Opfer von Gewalt und diejenigen ohne die Mittel, um sich gegen ungerechtfertigte Zwangsräumungen und Ähnliches zu wehren – abgewiesen, wenn sie kostenlose Rechtsberatung und Vertretung suchen.",0.93,,2026-02-26T20:09:41.806821+00:00
189,They're banking on a late-season rush to the Mediterranean.,Sie zählen auf einen spätsaisonalen Ansturm ans Mittelmeer.,Sie setzen auf einen späten Saisonansturm ans Mittelmeer.,0.93,,2026-02-26T20:09:44.169563+00:00
190,Kyle Brown put the Boks ahead in the first half but Dan Norton with some dazzling footwork broke the line and scored under the posts in the second half.,"Kyle Brown brachte die Boks in der ersten Hälfte nach vorne, aber Dan Norton durchbrach die Linie mit einer beeindruckenden Fußarbeit und erzielte ein Tor unter den Posten in der zweiten Hälfte.","Kyle Brown brachte die Boks in der ersten Halbzeit in Führung, doch Dan Norton durchbrach in der zweiten Halbzeit mit einigen atemberaubenden Finten die Linie und erzielte einen Versuch unter den Pfosten.",0.93,,2026-02-26T20:09:46.856067+00:00
191,"Amid the Fury of the Olympics, the Zen of the Trampoline","Inmitten der Rage der Olympischen Spiele, das Zen des Trampolins","Inmitten der Wut der Olympischen Spiele, der Zen des Trampolins",0.62,,2026-02-26T20:09:49.457185+00:00
192,"In 2015, the Clintons made $1 million in charitable contributions, mostly to the Clinton Foundation; former President Bill Clinton brought in nearly $5.3 million in speaking fees; and the former secretary of state reported income of $3 million from publisher Simon & Schuster for her book on her tenure at the State Department.","Im Jahr 2015 spendeten die Clintons USD 1 Million für wohltätige Zwecke, hauptsächlich an die Clinton Foundation; der ehemalige Präsident Bill Clinton erwirtschaftete fast USD 5,3 Millionen in Redehonoraren; die ehemalige Außenministerin gab ein Einkommen von USD 3 Millionen vom Verlag Simon & Schuster für ihr Buch über ihre Amtszeit im Außenministerium an.","Im Jahr 2015 leisteten die Clintons 1 Million US-Dollar an wohltätigen Spenden, größtenteils an die Clinton Foundation; der ehemalige Präsident Bill Clinton nahm fast 5,3 Millionen US-Dollar an Rednerhonoraren ein; und die ehemalige Außenministerin meldete Einnahmen in Höhe von 3 Millionen US-Dollar vom Verlag Simon & Schuster für ihr Buch über ihre Amtszeit im Außenministerium.",0.97,,2026-02-26T20:09:52.484642+00:00
