id,src,ref,hyp,conf,parse_warnings,timestamp_utc
121,"On Thursday afternoon, MacDonald apologized on-air and attempted to qualify his remark by stating he didn't mean for it to be construed as a personal attack.","Am Donnerstag nachmittag entschuldigte sich MacDonald in der Sendung und versuchte seine Bemerkung zu rechtfertigen, indem er aussagte, dass es nicht seine Absicht war, dass sie als persönlicher Angriff ausgelegt wird.","Am Donnerstagnachmittag entschuldigte sich MacDonald live und versuchte, seine Bemerkung zu relativieren, indem er erklärte, er habe nicht beabsichtigt, dass sie als persönlicher Angriff aufgefasst werde.",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:05:00.534546+00:00
122,"Hindes, Kenny - champions with Hoy four years ago - and Skinner set an Olympic record in qualifying, but the standard was overtaken by New Zealand in the first round.","Hindes, Kenny - die vor vier Jahren mit Hoy siegten - und Skinner setzten in den Qualifikationsrunden einen Olympiarekord, aber in den Standardrunden siegten die Neuseeländer in der ersten Runde.","Hindes, Kenny – vor vier Jahren Meister mit Hoy – und Skinner stellten in der Qualifikation einen olympischen Rekord auf, doch dieser Rekord wurde in der ersten Runde von Neuseeland übertroffen.",0.73,,2026-02-27T00:05:04.442764+00:00
123,Sounds tricky?,Klingt schwierig?,Klingt knifflig?,0.98,,2026-02-27T00:05:07.525054+00:00
124,"For the first time in history, the CAS, not the IOC, is responsible for sanctioning sportspeople who test positive.","Erstmals in der Geschichte ist nicht mehr das IOC, sondern der CAS für die Sanktionierung der Sportler mit positiven Fällen zuständig.","Zum ersten Mal in der Geschichte ist der CAS, nicht das IOC, für die Sanktionierung von Sportlern verantwortlich, die positiv getestet werden.",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:05:12.161584+00:00
125,"House searches had revealed evidence and drugs, the police revealed on Friday.","Bei Wohnungsdurchsuchungen seien Beweismittel und Rauschgift sichergestellt worden, teilte die Polizei am Freitag mit.","Hausdurchsuchungen hatten Beweismittel und Drogen zutage gefördert, teilte die Polizei am Freitag mit.",0.73,,2026-02-27T00:05:15.742288+00:00
126,Teachers must be better trained for dealing with traumatised individuals.,Lehrkräfte müssten besser auf den Umgang mit traumatisierten Menschen vorbereitet werden.,Lehrer müssen besser für den Umgang mit traumatisierten Personen geschult werden.,0.73,,2026-02-27T00:05:18.716557+00:00
127,"This is rather less magical than it sounds: the seats in the back can be flipped up like cinema seats to reveal additional loading space, measuring 1.24 m from floor to ceiling.","Das ist weniger magisch, als es klingt: Die Sitzflächen der Rückbank lassen sich wie Kinosessel hochklappen und bieten dadurch Stauraum, der vom Boden bis zur Decken 1,24 m hoch ist.",Das ist eher weniger mag,0.02,translation_no_json;confidence_no_json;confidence_from_regex,2026-02-27T00:05:23.945214+00:00
128,"The global IAAF federation has requested information about the matter from the IOC so it can carry out its own investigations, stated an IAAF spokesperson.","Der Weltverband IAAF hat das IOC um Informationen über den Fall ersucht, um eigene Untersuchungen anzustrengen, teilte ein IAAF-Sprecher mit.","Der globale Leichtathletikverband IAAF hat Informationen zu der Angelegenheit vom IOC angefordert, damit er eigene Untersuchungen durchführen kann, erklärte ein IAAF-Sprecher.",1.0,confidence_no_json;confidence_from_regex,2026-02-27T00:05:27.575161+00:00
129,Republican strongholds are wavering,Republikanische Hochburgen wackeln,Republikanische Hochburgen wanken,0.73,,2026-02-27T00:05:30.179573+00:00
130,"Tom Hakala, who directed the film, added: 'Let's put it this way - I would have lost my respect for Ian if he had licked some of the things I asked him to, like the disgusting Russian toilet that's shown in the film.'","Tom Hakala, der die Regie des Films führte, fügte hinzu: ""Lassen Sie es mich so sagen - Ich hätte meinen Respekt für Ian verloren, wenn er einige der Dinge geleckt hätte, die ich ihm angewiesen habe zu lecken, so wie die ekelhafte russische Toilette, die in dem Film gezeigt wird.""","Tom Hakala, der den Film inszenierte, fügte hinzu: 'Sagen wir es mal so – ich hätte meinen Respekt vor Ian verloren, wenn er einige der Dinge geleckt hätte, die ich ihn gebeten hatte, wie die ekelhafte russische Toilette, die im Film gezeigt wird.'",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:05:36.262943+00:00
131,"On Thursday, Snapchat declined to discuss the racial backgrounds of its staff, but according to a spokesman, the company recently hired a recruiter to focus on underrepresented populations and on driving inclusion efforts internally.","Am Donnerstag lehnte es Snapchat ab, die kulturellen Hintergründe seiner Mitarbeiter zu diskutieren, aber laut eines Sprechers hat das Unternehmen kürzlich einen Personalverantwortlichen eingestellt, der sich auf unterrepräsentierte Bevölkerungsgruppen und auf interne Integrationsbemühungen konzentriert.","Am Donnerstag lehnte Snapchat es ab, die ethnische Herkunft seiner Mitarbeiter zu besprechen, aber laut einem Sprecher hat das Unternehmen kürzlich einen Personalvermittler eingestellt, der sich auf unterrepräsentierte Bevölkerungsgruppen und die Förderung von Inklusionsbemühungen intern konzentrieren soll.",0.73,,2026-02-27T00:05:39.437369+00:00
132,"During this period, builders renovated the rooms on behalf of the unidentified owner of the house.",Währenddessen renovierten Bauarbeiter im Auftrag der unbekannten Hausbesitzer die Räume.,In diesem Zeitraum renovierten Bauarbeiter die Zimmer im Auftrag des unbekannten Eigentümers des Hauses.,0.9,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T23:56:26.596539+00:00
133,It is unfair to show them volunteers on site.,"Eigentlich ist es unfair, sie Helfern vor Ort zu stellen.","Es ist unfair, ihnen Freiwillige vor Ort zu zeigen.",0.73,,2026-02-27T00:05:48.406605+00:00
134,"More than 160,000 of the nation's most vulnerable are turned away from community legal centres every year, with the sector bracing itself for the impact further funding cuts will have on already-stretched operations.","Mehr als 160.000 der Hilfsbedürfigsten des Landes werden jährlich von den Gemeinderechtszentren abgewiesen, während sich die Branche auf die Auswirkungen weiterer Mittelkürzungen auf bereits überlastete Transaktionen gefasst macht.",Mehr als 160,0.05,translation_no_json,2026-02-27T00:05:52.896847+00:00
135,"But that post was taken by another close Putin ally, Dmitry Medvedev.","Aber dieser Posten wurde von einem weiteren, nahestehenden Verbündeten Putins eingenommen, Dmitry Medvedev.","Aber dieser Posten wurde von einem anderen engen Putin-Verbündeten, Dmitri Medwedew, übernommen.",0.04,confidence_no_json;confidence_from_regex,2026-02-27T00:05:56.742416+00:00
136,"A musical has gripped Salzburg: Leornard Bernstein's masterpiece, ""West Side Story"".","Ein Musical erobert Salzburg: die ""West Side Story"", Leornard Bernsteins Meisterwerk.",Ein Musical hat Salzburg gepackt: Leonard Bernsteins Meisterwerk „West Side Story“.,0.73,,2026-02-27T00:06:00.383047+00:00
137,12-0 and GB had hardly touched the ball.,12-0 und GB hat kaum den Ball angefasst.,12:0 und GB hatte den Ball kaum berührt.,0.73,,2026-02-27T00:06:03.277456+00:00
138,"His bronze medal from the 2008 Olympics was also taken away, but it was returned to him following a decision by the International Court of Arbitration for Sport, CAS.",Die ebenfalls aberkannte Bronzemedaille der Olympischen Spiele 2008 erhielt er aufgrund eines Urteils des Internationalen Sportgerichtshofs CAS zurück.,"Seine Bronzemedaille von den Olympischen Spielen 2008 wurde ihm ebenfalls aberkannt, aber sie wurde ihm nach einer Entscheidung des Internationalen Sportgerichtshofs (CAS) zurückgegeben.",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:06:08.035971+00:00
139,"Chilli-powder condoms, firecrackers boost Tanzania elephant protection","Kondome mit Chilipuder, Feuerwerkskörper fördern Tanzanias Elefantenschutz","Kondome mit Chilipulver, Feuerwerkskörper fördern den Elefantenschutz in Tansania",0.73,,2026-02-27T00:06:10.824419+00:00
140,"""There were concerns that... state institutions had turned a blind eye to such behaviour because of ""politically correct"" over-sensitivities about ethnicity and religion.""","""Es gab Bedenken, dass... staatliche Institutionen ein solches Verhalten aufgrund von ""politisch korrekten"" Überempfindlichkeiten bezüglich der Ethnie und Religion wissentlich ignoriert hätten.""",Es gab Bedenken,0.75,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:06:17.649398+00:00
141,Consequently new containers will soon be located in Wasenstraße.,Also werden bald neue Container in der Wasenstraße aufgestellt.,Folglich werden bald neue Container in der Wasenstraße aufgestellt.,0.73,,2026-02-27T00:06:20.779598+00:00
142,I will also be involved in that.,Auch daran beteilige ich mich.,Ich werde auch daran beteiligt sein.,0.73,,2026-02-27T00:06:23.507362+00:00
143,The first is seemingly innocuous: smartphones.,Der erste scheint harmlos: Smartphones.,Das erste ist scheinbar harmlos: Smartphones.,0.98,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:06:28.874096+00:00
144,"Clearly looking to kill herself, the victim, a Swiss woman aged 49, was hit by several vehicles including a lorry.","Es ist offensichtlich, dass sich eine Schweizerin im Alter von 49 Jahren, die von mehreren Fahrzeugen, einschließlich eines Lastwagens, überfahren wurde, selbst töten wollte.","Das Opfer, eine 49-jährige Schweizerin, die offensichtlich Selbstmord begehen wollte, wurde von mehreren Fahrzeugen, darunter einem Lastwagen, überfahren.",0.73,,2026-02-27T00:06:33.322936+00:00
145,"Despite that, according to Bratman, the situation in terms of the housing market is also hotting up.","Ungeachtet dessen, so Bratmann, bahne sich eine Verschärfung der Situation auf dem Wohnungsmarkt an.",Trotzdem heizt sich laut Bratman auch die Lage auf dem Wohnungsmarkt auf.,0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:06:39.644538+00:00
146,Ferguson Rotich came fourth in the 800-metre race at the 2015 World Championships in Beijing.,Ferguson Rotich war 2015 in Peking WM-Vierter über 800 Meter geworden.,Ferguson Rotich wurde Vierter im 800-Meter-Lauf bei den Weltmeisterschaften 2015 in Peking.,1.0,confidence_no_json;confidence_from_regex,2026-02-27T00:06:43.324379+00:00
147,"The SPD, the strongest party since 1998, is now clearly behind the CDU, according to polls.","Die SPD, seit 1998 stärkste Partei, liegt nun in Umfragen klar hinter der CDU.","Die SPD, die stärkste Partei seit 1998, liegt laut Umfragen nun deutlich hinter der CDU.",0.07,confidence_no_json;confidence_from_regex,2026-02-27T00:06:46.691818+00:00
148,"'Needless to say, there was no disrespect intended and I'm very sorry.'","Natürlich war keine Missachtung beabsichtigt und es tut mir sehr leid.""",Selbstverständlich war keine Respektlosigkeit beabsichtigt und es tut mir sehr leid.,0.73,,2026-02-27T00:06:51.361134+00:00
149,When she returned the next morning at around 8.15 a.m. around 250 euros was missing from the till.,"Als sie am nächsten Morgen gegen 8.15 Uhr zurückkam, waren aus der Kasse zirka 250 Euro verschwunden.","Als sie am nächsten Morgen gegen 8.15 Uhr zurückkam, fehlten etwa 250 Euro aus der Kasse.",0.06,confidence_no_json;confidence_from_regex,2026-02-27T00:06:54.333827+00:00
150,But clearly that has not stopped the internal resentment of Ethiopia's government from intensifying.,Aber offensichtlich hat dies nicht die Intensivierung der internen Missgunst der äthiopischen Regierung verhindert.,Aber das hat die,0.5,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:07:00.544799+00:00
151,It's not calm advertisement for the actual matter at hand.,Das ist keine betuliche Werbung für die eigene Sache.,Es ist keine ruhige Werbung,0.06,translation_no_json;confidence_no_json;confidence_from_regex,2026-02-27T00:07:05.603048+00:00
152,"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.","Massiv, da das Viadukt 222 Meter lang ist, ca. 6.000 Tonnen wiegt und bei einer Steigung von ca. 3 % nach oben gezogen werden musste.","Massiv, weil das Viadukt 222 Meter lang ist, etwa 6.000 Tonnen wiegt und eine Steigung von etwa 3 % hinaufgezogen werden musste.",0.73,,2026-02-27T00:07:08.915695+00:00
153,Being singled out as a Gülen-supporter is career-destroying for teachers and other academics.,Die Brandmarkung als Gülen-Anhänger vernichtet Lehrern und anderen Akademikern die berufliche Existenz.,"Als Gülen-Anhänger abgestempelt zu werden, ist karrierezerstörend für Lehrer und andere Akademiker.",0.73,,2026-02-27T00:07:12.609964+00:00
154,"According to the authorities, the explosive device was launched from a flower bed on the edge of the coastal police's territory.",Der Sprengsatz sei laut den Behörden in einem Blumenbeet vor dem Revier der Küstenpolizei in die Luft gegangen.,Nach Angaben der Behörden wurde der Sprengsatz von einem Blumenbeet am Rande des Territoriums der Küstenpolizei abgefeuert.,0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:07:18.001313+00:00
155,"""The man himself called up and admitted to having shot his partner,"" a police spokeswoman said.","""Der Mann hat selbst bei uns angerufen und angegeben, seine Lebensgefährtin erschossen zu haben"", sagte eine Polizeisprecherin.","Der Mann selbst rief an und gab zu, seinen Partner erschossen zu haben",0.73,translation_no_json,2026-02-27T00:07:21.124083+00:00
156,"For eons, Amharas from Ethiopia's predominantly Christian highlands flourished in politics and business, exploiting the Oromos, many of whom are Muslim and live in lowland areas.","Seit Äonen prosperierten die Amharas, die aus Äthopiens überwiegend christlichen Hochländern kommen, in der Politik und Wirtschaft, während sie die Oromos ausbeuteten, von denen viele Muslime sind und in Flachlandgebieten leben.","Seit Äonen florierten Amharen aus Äthiopiens überwiegend christlichem Hochland in Politik und Wirtschaft und beuteten die Oromo aus, von denen viele Muslime sind und in Tieflandgebieten leben.",0.73,,2026-02-27T00:07:24.771843+00:00
157,"Apple, and Asian providers such as Samsung, now hold sway.",Das Sagen haben nun Apple und asiatische Anbieter wie Samsung.,Apple und asiatische Anbieter wie Samsung haben jetzt die Oberhand.,0.98,,2026-02-27T00:07:28.422829+00:00
158,"""If you don't submit to WADA/FINA checks a particular amount of time before the World Championships/Olympics, then you shouldn't be able to take part,"" the Hamburg resident stated, who now runs an ice-cream parlour.","""Wer nicht eine gewisse Zeit vor WM/OS von unabhängigen Kontrolleuren der WADA/FINA kontrolliert werden kann, darf nicht teilnehmen"", fordert der Wahl-Hamburger, der mittlerweile eine Eisdiele betreibt.",Wenn man,0.73,translation_no_json,2026-02-27T00:07:32.962846+00:00
159,Residents can now drive on both sides of the B 27 out of Ofterdingen.,Die Bürger können nun von Ofterdingen aus die B 27 wieder beidseitig befahren.,Anwohner können jetzt auf beiden Seiten der B 27 aus Ofterdingen fahren.,1.0,confidence_no_json;confidence_from_regex,2026-02-27T00:07:37.360213+00:00
160,This is such an exciting time.,Das ist eine so spannende Zeit.,Das ist eine so aufregende Zeit.,0.73,,2026-02-27T00:07:40.900663+00:00
161,"That is one event, one gold medal for the nation which won seven out of 10 track titles in both Beijing and London.","Das ist ein Ereignis, eine Goldmedaille für die Nation, die sieben von 10 Titeln sowohl in Peking als auch in London gewonnen wurden.","Das ist ein Ereignis, eine Goldmedaille für die Nation, die sieben von zehn Leichtathletiktiteln sowohl in Peking als auch in London gewann.",0.73,,2026-02-27T00:07:45.517648+00:00
162,"In 2015, the average sale price of a smartphone in Germany was 392 euros.",Der durchschnittliche Verkaufspreis eines Smartphones in Deutschland lag 2015 bei 392 Euro.,Im Jahr 2015 betrug der durchschnittliche Verkaufspreis eines Smartphones in Deutschland 392 Euro.,0.9,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:07:50.418430+00:00
163,Police use tear gas & rubber bullets against protesting Brazilian students,Polizei setzt Tränengas & Gummigeschosse gegen protestierende brasilianische Studenten ein,Die Polizei setzt Tränengas und Gummigeschosse gegen protestierende brasilianische Studenten ein.,0.06,confidence_no_json;confidence_from_regex,2026-02-27T00:07:54.586842+00:00
164,"From flying finishes to flying dismounts, Frankie Dettori has been the poster boy of British Flat racing for two decades.","Von Flying Finishes zu Flying Dismounts, Frankie Dettori ist seit zwei Jahrzehnten das Aushängeschild des britischen Flachrennens.",Von fliegenden Zieleinläufen bis zu fliegenden Abgängen war Frankie Dettori zwei Jahrzehnte lang das Aushängeschild des britischen Flachrennsports.,0.73,,2026-02-27T00:07:59.138669+00:00
165,Six rescue vehicles and an ambulance were in attendance at the scene of the accident on the no.2 road.,Sechs Rettungswagen und ein Notarztwagen kamen zum Unfallort auf der Landesstraße 2.,Sechs Rettungsfahrzeuge und ein Krankenwagen waren an der Unfallstelle auf der Straße Nr. 2 vor Ort.,0.73,,2026-02-27T00:08:02.646046+00:00
166,I needed to get paid so I had to get better quickly.,"Ich benötigte Geld, daher musste es mir bald wieder besser gehen.",Ich musste bezahlt,0.73,translation_no_json,2026-02-27T00:08:07.586682+00:00
167,We all as a team came together in the last three months.,Wir sind in den letzten drei Monaten als Team zusammengekommen.,Wir sind in den letzten drei Monaten als Team zusammengekommen.,0.73,,2026-02-27T00:08:11.394190+00:00
168,"In the US, the game has led to a significant increase in the number of steps taken by the ""average"" person each day.","In den USA führte das Spiel zu einem beträchtlichen Anstieg an Schritten, die die ""durchschnittliche"" Person jeden Tag zurücklegt.",In den USA hat das Spiel zu einem erheblichen Anstieg der täglich von der „durchschnittlichen“ Person zurückgelegten Schritte geführt.,0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:08:16.227992+00:00
169,"For while smartphone apps like Fitbit could previously track our activity, they didn't give us a reason to exercise like this game does.","Auch wenn Smartphone-Apps wie Fitbit bereits früher unsere Aktivität nachverfolgen konnten, gaben sie uns keinen Grund, Sport zu treiben, wie es dieses Spiel tut.",Denn wÃ¤hrend Smartphone-,0.73,translation_no_json,2026-02-27T00:08:20.237951+00:00
170,Arizona and Georgia are also at risk.,Als gefährdet gelten auch Arizona und Georgia.,Arizona und Georgia sind ebenfalls gefährdet.,0.99,,2026-02-27T00:08:23.407596+00:00
171,"""We want to start selling it to third parties,"" a postal service spokesman said on Friday.","""Wir wollen in den Verkauf an Dritte einsteigen"", sagte ein Post-Sprecher am Freitag.",Wir wollen es an Dritte verkaufen,0.73,translation_no_json,2026-02-27T00:08:26.431647+00:00
172,"The dispute has led to junior doctors taking part in six strikes this year, including the first all-out stoppages in the history of the NHS.","Die Streitigkeiten führten dazu, dass Assistenzärzte dieses Jahr sechsmal streikten, die ersten Gesamtausfälle in der Geschichte des NHS.","Der Streit hat dazu geführt, dass Assistenzärzte dieses Jahr an sechs Streiks teilgenommen haben, darunter die ersten vollständigen Arbeitsniederlegungen in der Geschichte des NHS.",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:08:31.259286+00:00
173,Effortless on beam.,Mühelos auf dem Balken.,Mühelos auf dem Balken.,0.99,,2026-02-27T00:08:34.368684+00:00
174,"According to Kokert, that will only play a ""minor role"".","Das, so meint Kokert, spiele nur noch eine ""untergeordnete Rolle"".","Laut Kokert wird das nur eine ""untergeordnete Rolle"" spielen.",0.73,,2026-02-27T00:08:37.449273+00:00
175,"He said the jet had flown slightly lower than normal because of poor visibility caused by the smoke from nearby wildfires, but the air force insisted no-one's safety had been compromised.","Der Sprecher sagte, dass der Jet aufgrund der schlechten Sichtverhältnisse durch sich in der Nähe befindliche Flächenbrände etwas tiefer als üblich flog, allerdings beharrten die Luftstreitkräfte darauf, dass die Sicherheit zu keiner Zeit gefährdet war.","Er sagte, der Jet sei wegen schlechter Sicht durch den Rauch nahegelegener Waldbrände etwas tiefer als normal geflogen, aber die Luftwaffe bestand darauf, dass niemandes Sicherheit gefährdet worden sei.",0.73,,2026-02-27T00:08:40.342458+00:00
176,Fear of a recurrence can have a significant negative impact on a person's quality of life.,Die Angst vor einem erneuten Herzinfarkt kann erhebliche negative Auswirkungen auf die Lebensqualität einer Person haben.,Die Angst vor einem Rückfall kann einen erheblichen negativen Einfluss auf die Lebensqualität einer Person haben.,0.73,,2026-02-27T00:08:43.433495+00:00
177,Nine adult male cats and eight female cats from the MHH's animal husbandry programme were examined.,Beobachtet wurden insgesamt neun erwachsene Kater und acht Kätzinnen aus der Tierhaltung der MHH.,Neun erwachsene männliche Katzen und acht weibliche Katzen aus dem Tierhaltungsprogramm der MHH wurden untersucht.,0.99,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:08:48.744141+00:00
178,"Donald Trump admits there are ""huge problems"" with his election campaign",Donald Trump räumt ″gewaltige Probleme″ im Wahlkampf ein,"Donald Trump gibt zu, dass es „riesige Probleme“ mit seinem Wahlkampf gibt.",0.73,,2026-02-27T00:08:51.665212+00:00
179,"The next day, they set off on the section towards St. Peter, the most demanding section, seeing them climb around 500 metres in altitude in sweltering heat, and then descend again.","Tags darauf trat man die Etappe nach St. Peter an, welche die anstrengenste Wegstrecke war, mussten doch bei schwüler Hitze zunächst rund 500 Höhenmeter abgestiegen und danach wieder erklommen werden.",Am nÃ¤chsten Tag brachen,0.75,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:08:58.396747+00:00
180,It was all so new and I was so stressed.,Es war alles so neu für mich und ich war so gestresst.,Es war alles so neu und ich war so gestresst.,0.99,,2026-02-27T00:09:01.984618+00:00
181,"After plot, parcelling and accessibility questions had been answered, and applications for measurements had been made, there was nothing standing in the way of the sale of the plots in the residential areas of ""Straßlweg"" and ""Schönau-West"" (near Binderstraße - development section 1) to interested parties.","Nachdem die Grundstücks-, Parzellierungs- und Erschließungsfragen geklärt und die Anträge auf Vermessung gestellt werden konnten, steht dem Verkauf der Grundstücke in den Wohnbaugebieten ""Straßlweg"" und ""Schönau-West"" (Bereich Binderstraße - Ausbauabschnitt 1) an Interessenten nichts mehr im Wege.",Nachdem die,0.73,translation_no_json,2026-02-27T00:09:06.405720+00:00
182,"A banker said that, in Tegernsee, there was ""clientele who were rather better off in terms of assets.""","Ein Banker sagte, am Tegernsee gebe es ""eine Klientel, die vom Vermögen etwas üppiger ausgestattet ist"".","Ein Banker sagte, dass",0.7,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:09:13.706638+00:00
183,"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.","Schlagen Sie ihm sodann mit dem Knie in die Leiste und verdrehen Sie, während sich der Angreifer vor Schmerzen zusammenkrümmt, die Waffe aus seinen Händen. Schlagen Sie ihm mit dem Lauf ins Gesicht und bewegen Sie sich rückwärts, während sie die Waffe auf ihn richten.","Ein KniestoÃ in den Schritt folgt, und wÃ¤hrend sich der Angreifer vor Schmerz krÃ¼mmt, windest du ihm die Waffe aus den HÃ¤nden, schlÃ¤gst ihm den Lauf ins Gesicht und weichst zurÃ¼ck, wobei du",0.95,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:09:20.112100+00:00
184,"Clinton wants to lead the economy to its death and regulate it to its death, he says.","Clinton wolle die Wirtschaft zu Tode besteuern und zu Tode regulieren, sagt er.","Clinton will die Wirtschaft in den Tod führen und zu Tode regulieren, sagt er.",1.0,confidence_no_json;confidence_from_regex,2026-02-27T00:09:23.723176+00:00
185,"Angela Crow, of Devon and Cornwall Police, said the eviction sent a clear warning to other tenants who continue to flout the rules.","Angela Crow von der Polizei von Devon und Cornwall teilte mit, dass die Delogierung eine klare Warnung an die anderen Mieter sei, die sich nicht an die Hausordnung halten.","Angela Crow von der Polizei in Devon und Cornwall sagte, die Räumung sende eine klare Warnung an andere Mieter, die weiterhin gegen die Regeln verstoßen.",0.73,,2026-02-27T00:09:27.586405+00:00
186,"But Mr. Dooley, 28, of Lake Forest, Calif., is competing for the gold in Olympic trampoline.","Aber Dooley, 28, aus Lake Forest, Kalifornien, kämpft im olympischen Trampolinturnen um Gold.","Aber Herr Dooley, 28, aus Lake Forest, Kalifornien, kämpft um Gold im olympischen Trampolinspringen.",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T23:56:31.502634+00:00
187,They generally only come to the surface in winter because they prefer water temperatures of around six degrees Celsius.,"Weil sie Wassertemperaturen um die sechs Grad Celsius bevorzugen, tauchen sie an der Oberfläche meist nur im Winter auf.","Sie kommen im Winter generell nur an die Oberfläche, weil sie Wassertemperaturen von etwa sechs Grad Celsius bevorzugen.",0.73,,2026-02-27T00:09:36.316475+00:00
188,"In Queensland, three out of five people - mostly the elderly, immigrants, vulnerable workers, victims of violence and those without resources to fight unfair evictions and the like - are already turned away while seeking free legal advice and representation.","In Queensland werden bereits drei von fünf Personen - meistens ältere Personen, Immigranten, hilfsbedürftige Arbeiter, Opfer von Gewalttaten und diejenigen, die über keine Mittel für ungerechte Delogierungen und ähnliches verfügen - bei ihrem Ansuchen auf kostenlose Rechtsberatung und Rechtsbeistand abgewiesen.","In Queensland werden bereits drei von fünf Personen - hauptsächlich ältere Menschen, Einwanderer, gefährdete Arbeitnehmer, Opfer von Gewalt und diejenigen ohne Mittel, um unfaire Räumungen und Ähnliches zu bekämpfen - abgewiesen, wenn sie kostenlose Rechtsberatung und Vertretung suchen.",0.9,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:09:41.305275+00:00
189,They're banking on a late-season rush to the Mediterranean.,Sie zählen auf einen spätsaisonalen Ansturm ans Mittelmeer.,Sie setzen auf einen Ansturm auf das Mittelmeer in der Spätsaison.,1.0,confidence_no_json;confidence_from_regex,2026-02-27T00:09:44.674859+00:00
190,Kyle Brown put the Boks ahead in the first half but Dan Norton with some dazzling footwork broke the line and scored under the posts in the second half.,"Kyle Brown brachte die Boks in der ersten Hälfte nach vorne, aber Dan Norton durchbrach die Linie mit einer beeindruckenden Fußarbeit und erzielte ein Tor unter den Posten in der zweiten Hälfte.","Kyle Brown brachte die Boks in der ersten Halbzeit in Führung, aber Dan Norton durchbrach mit seiner brillanten Beinarbeit die Linie und erzielte in der zweiten Halbzeit einen Versuch unter den Pfosten.",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:09:49.775651+00:00
191,"Amid the Fury of the Olympics, the Zen of the Trampoline","Inmitten der Rage der Olympischen Spiele, das Zen des Trampolins","Inmitten des olympischen Furors, das Zen des Trampolins",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:09:55.725619+00:00
192,"In 2015, the Clintons made $1 million in charitable contributions, mostly to the Clinton Foundation; former President Bill Clinton brought in nearly $5.3 million in speaking fees; and the former secretary of state reported income of $3 million from publisher Simon & Schuster for her book on her tenure at the State Department.","Im Jahr 2015 spendeten die Clintons USD 1 Million für wohltätige Zwecke, hauptsächlich an die Clinton Foundation; der ehemalige Präsident Bill Clinton erwirtschaftete fast USD 5,3 Millionen in Redehonoraren; die ehemalige Außenministerin gab ein Einkommen von USD 3 Millionen vom Verlag Simon & Schuster für ihr Buch über ihre Amtszeit im Außenministerium an.","Im Jahr 2015 spendeten die Clintons 1 Million Dollar für wohltätige Zwecke, hauptsächlich an die Clinton Foundation; der ehemalige Präsident Bill Clinton verdiente fast 5,3 Millionen Dollar an Vortragshonoraren; und die ehemalige Außenministerin meldete Einnahmen von 3 Millionen Dollar vom Verlag Simon & Schuster für ihr Buch über ihre Amtszeit im Außenministerium.",1.0,confidence_no_json;confidence_from_regex,2026-02-27T00:10:00.000327+00:00
193,Rio 2016: Robel Kiros Habte becomes an Internet sensation,Rio 2016: Robel Kiros Habte wird zum Internethit,Rio 2016: Robel Kiros Habte wird zur Internetsensation,0.98,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:10:05.229118+00:00
194,Criticism on Twitter came thick and fast against Byron MacDonald with many calling him out,"Die Kritik gegen Byron MacDonald auf Twitter kam schnell und hart, bei der ihn viele zur Rede stellten","Kritik auf Twitter hagelte es schnell und heftig gegen Byron MacDonald, wobei viele ihn anprangerten.",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:10:11.631556+00:00
195,"Currently they amount to around 100 people, predominantly young men.","Das sind zurzeit rund 100 Personen, überwiegend junge Männer.","Derzeit sind es etwa 100 Personen, überwiegend junge Männer.",0.95,confidence_no_json;no_confidence_found;confidence_repaired,2026-02-27T00:10:16.848352+00:00
