id,provider,model_id,difficulty_bucket,src,ref,hyp,conf,chrf,bleu,error_within_model_q20,parse_warnings
445,gemini,gemini-2.5-pro,Q3,"Being able to show yourself that by practising for a long time, you can improve and grow - this experience gives you strength.","Sich selbst zu zeigen: Wenn ich lange für etwas übe, werde ich besser und wachse über mich hinaus - diese Erfahrung stärkt.","Sich selbst zeigen zu können, dass man sich durch langes Üben verbessern und wachsen kann – diese Erfahrung gibt einem Kraft.",0.98,39.48938063866591,5.229148076687639,1,
100,openai,gpt-5-mini,Q1,De Maizière also presented a few new ideas.,Ein paar neue Ideen präsentiert de Maizière auch.,De Maizière stellte auch einige neue Ideen vor.,0.98,41.1875049343397,11.99014838091355,1,
239,openai,gpt-5-mini,Q4,"The 66-year-old bus driver, employed by a coach company based in Eisenach, said that she had to swerve to avoid an oncoming lorry that was partly on the wrong side of the road.","Die 66 Jahre alte Fahrerin des Busses eines Reiseunternehmens aus Eisenach musste ihren Angaben zufolge einem entgegenkommen Laster ausweichen, der teils auf der Gegenfahrbahn fuhr.","Die 66-jährige Busfahrerin, angestellt bei einem Reisebusunternehmen mit Sitz in Eisenach, sagte, sie habe ausweichen müssen, um einen entgegenkommenden Lkw zu vermeiden, der teilweise auf der falschen Straßenseite fuhr.",0.98,41.30120189712231,4.315964619089054,1,
126,openai,gpt-5-mini,Q2,Teachers must be better trained for dealing with traumatised individuals.,Lehrkräfte müssten besser auf den Umgang mit traumatisierten Menschen vorbereitet werden.,"Lehrer müssen besser darin ausgebildet werden, mit traumatisierten Personen umzugehen.",0.98,41.33406196384659,8.51659301881964,1,
178,openai,gpt-5-mini,Q2,"Donald Trump admits there are ""huge problems"" with his election campaign",Donald Trump räumt ″gewaltige Probleme″ im Wahlkampf ein,"Donald Trump gibt zu, dass es „riesige Probleme“ mit seiner Wahlkampagne gibt",0.98,41.5603195647898,6.178110636313396,1,
175,openai,gpt-5-mini,Q4,"He said the jet had flown slightly lower than normal because of poor visibility caused by the smoke from nearby wildfires, but the air force insisted no-one's safety had been compromised.","Der Sprecher sagte, dass der Jet aufgrund der schlechten Sichtverhältnisse durch sich in der Nähe befindliche Flächenbrände etwas tiefer als üblich flog, allerdings beharrten die Luftstreitkräfte darauf, dass die Sicherheit zu keiner Zeit gefährdet war.","Er sagte, der Jet sei wegen der schlechten Sicht durch den Rauch von nahegelegenen Waldbränden etwas tiefer geflogen als üblich, aber die Luftwaffe bestand darauf, dass niemandes Sicherheit gefährdet worden sei.",0.98,42.03493710036386,7.607974290951329,1,
6,openai,gpt-5-mini,Q1,"Some media outlets dubbed him ""Robel the whale"".","Einige Medien bezeichneten ihn als ""Robel der Wal"".",Einige Medien gaben ihm den Spitznamen „Robel der Wal“.} PMID: None.,0.98,42.69233223143968,6.250381527944883,1,
230,gemini,gemini-2.5-pro,Q2,"""There were considerable infringements,"" said King, who had taken a look on-site to see what was going on.","""Es gab erhebliche Überschreitungen"", sagt King, der sich selbst mal vor Ort über die Lage kundig machte.","„Es gab erhebliche Verstöße“, sagte King, der sich vor Ort ein Bild von der Lage gemacht hatte.",0.98,43.06240071658872,15.868740832580402,1,
447,gemini,gemini-2.5-pro,Q3,"Before you rush to litter the comments section with gnarly insults under the pseudonym NotAllLonelyMiddleAgedMen, this statement derives from actual data.","Bevor Sie zum Kommentarteil eilen, um ihn unter dem Pseudonym NichtAlleEinsamenMännerMittlerenAlters mit rauen Beleidigungen zu übersäen, diese Aussage leitet sich von aktuellen Daten ab.","Bevor Sie sich beeilen, den Kommentarbereich unter dem Pseudonym NotAllLonelyMiddleAgedMen mit üblen Beleidigungen zuzumüllen, sei gesagt: Diese Aussage basiert auf tatsächlichen Daten.",0.98,44.040074804532495,8.262127836045675,1,
465,gemini,gemini-2.5-pro,Q2,"Some alleged that the Kempinski hotel simply ""caved in"" to the alleged demands of Arabic customers.","Manche unterstellten dem Kempinski Hotel, dass es den angeblichen Aufforderungen arabischer Gäste ""nachgegeben hätte"".","Einige behaupteten, das Kempinski-Hotel habe den angeblichen Forderungen arabischer Kunden einfach nachgegeben.",0.98,44.495953444635774,5.617199498008724,1,
413,openai,gpt-5.2,Q3,Schmidt pointed out that the waste treatment plant at Azendorf needed to have its mechanical ventilation system replaced because of damage.,"Schmidt verwies darauf, dass in der Abwasseranlage Azendorf die mechanische Belüftungsanlage aufgrund eines Schadens ausgetauscht werden musste.","Schmidt wies darauf hin, dass die Abfallbehandlungsanlage in Azendorf ihre mechanische Lüftungsanlage aufgrund von Schäden ersetzen müsse.",0.98,44.888789246315575,6.054506513220935,1,
454,gemini,gemini-2.5-pro,Q2,So full-time and volunteer staff have to keep an eye open for jobs in the town and across the region.,Also müssen Haupt- und Ehrenamtliche vor Ort und in der Region nach Tätigkeiten Ausschau halten.,Deshalb müssen haupt- und ehrenamtliche Mitarbeiter die Augen nach Stellen in der Stadt und in der gesamten Region offen halten.,0.98,45.08054712959731,9.84610795142858,1,
467,gemini,gemini-2.5-pro,Q4,"""If you don't change your tune and praise Erdogan, your suitcase is basically packed,"" said the President of the Gülen-supporting Dialogue and World Foundation, Ercan Karakoyun, to ""Die Welt"" newspaper.","""Wer sich nicht anpasst und Erdogan lobt, sitzt auf gepackten Koffern, übrigens auch die Kemalisten und Säkularen"", sagte Ercan Karakoyun, Vorsitzender der Gülen-nahen Stiftung Dialog und Bildung, der ""Welt"".","„Wenn Sie nicht Ihren Ton ändern und Erdogan loben, ist Ihr Koffer im Grunde gepackt“, sagte der Präsident der Gülen-nahen Stiftung Dialog und Welt, Ercan Karakoyun, der Zeitung „Die Welt“.",0.98,45.21354552327879,15.985082256235161,1,
272,gemini,gemini-2.5-pro,Q3,"Jewish filmmaker slams Berlin hotel for removing Israel dial code after Arab ""request"" - RT News","Jüdischer Regisseur zerschlägt Berliner Hotel, weil israelische Vorwahl nach ""arabischer"" Aufforderung entfernt wurde - RT News",Jüdischer Filmemacher kritisiert Berliner Hotel scharf für die Entfernung der israelischen Ländervorwahl nach arabischer „Anfrage“ - RT News,0.98,45.3613017324826,10.695095656738511,1,
343,openai,gpt-5.2,Q1,"Interestingly, they have similar views on infrastructure.",Interessanterweise sind sich beide sehr nahe beim Thema Infrastruktur.,Interessanterweise haben sie ähnliche Ansichten zur Infrastruktur.,0.98,45.69733934990316,9.519340818348473,1,
177,openai,gpt-5.2,Q2,Nine adult male cats and eight female cats from the MHH's animal husbandry programme were examined.,Beobachtet wurden insgesamt neun erwachsene Kater und acht Kätzinnen aus der Tierhaltung der MHH.,Neun erwachsene männliche Katzen und acht weibliche Katzen aus dem Tierhaltungsprogramm der MHH wurden untersucht.,0.98,46.09354352365858,8.225964699966553,1,
438,gemini,gemini-2.5-pro,Q2,"It would be ""impossible"" for them to bear these costs ""on a permanent basis, from a business perspective"".","Sie allein zu tragen, sei ""betriebswirtschaftlich dauerhaft nicht möglich"".","Es wäre für sie ""unmöglich"", diese Kosten ""auf Dauer aus betriebswirtschaftlicher Sicht"" zu tragen.",0.98,46.27540612635027,5.039518688486958,1,
144,gemini,gemini-2.5-pro,Q3,"Clearly looking to kill herself, the victim, a Swiss woman aged 49, was hit by several vehicles including a lorry.","Es ist offensichtlich, dass sich eine Schweizerin im Alter von 49 Jahren, die von mehreren Fahrzeugen, einschließlich eines Lastwagens, überfahren wurde, selbst töten wollte.","Das Opfer, eine 49-jährige Schweizerin, die sich offensichtlich das Leben nehmen wollte, wurde von mehreren Fahrzeugen, darunter einem Lastwagen, erfasst.",0.98,46.918367391701985,12.008946350484965,1,
109,gemini,gemini-2.5-pro,Q2,"Fopp, which now dedicates almost an entire floor to vinyl, has a far more varied audience when I arrive.","Fopp, das den Schallplatten fast eine ganze Etage gewidmet hat, hat ein bunteres Publikum, als ich reingehe.","Fopp, das mittlerweile fast eine ganze Etage dem Vinyl widmet, hat bei meiner Ankunft ein weitaus gemischteres Publikum.",0.98,47.46281276265553,19.692215902857168,1,
110,anthropic,claude-opus-4-6,Q1,"However, volunteers are already aware of this.",Sensibilisiert seien die Helfer aber schon.,Die Freiwilligen sind sich dessen jedoch bereits bewusst.,0.97,17.969517296500513,4.767707020457095,1,
59,anthropic,claude-opus-4-6,Q1,This is generally used by large US banks.,Das nutzen gerade große US-Banken.,Dies wird im Allgemeinen von großen US-Banken verwendet.,0.97,31.323318516523894,5.669791110976001,1,
358,openai,gpt-5.2,Q3,"There were another two explosions early on Friday morning, with another person killed, according to the authorities.","Freitagfrüh gingen dann erneut zwei Sprengsätze hoch, dabei wurde laut den Behörden ein weiterer Mensch getötet.","Nach Angaben der Behörden gab es am frühen Freitagmorgen zwei weitere Explosionen, bei denen eine weitere Person getötet wurde.",0.97,33.237358230224054,2.8423265381137037,1,
225,openai,gpt-5.2,Q1,Female cats react more sensitively than male cats to the mewls of their kittens,Katzen reagieren sensibler als Kater auf Schreie der Jungtiere,Weibliche Katzen reagieren empfindlicher als männliche Katzen auf das Miauen ihrer Kätzchen.,0.97,35.511031347388936,7.347053125977879,1,
445,anthropic,claude-opus-4-6,Q3,"Being able to show yourself that by practising for a long time, you can improve and grow - this experience gives you strength.","Sich selbst zu zeigen: Wenn ich lange für etwas übe, werde ich besser und wachse über mich hinaus - diese Erfahrung stärkt.","Sich selbst zeigen zu können, dass man sich durch langes Üben verbessern und wachsen kann – diese Erfahrung gibt einem Kraft.",0.97,39.48938063866591,5.229148076687639,1,
88,openai,gpt-5.2,Q1,"The perpetrator is on the run, she said, and he is officially being sought.","Der Täter sei auf der Flucht, nach ihm werde öffentlich gefahndet.","Der Täter ist auf der Flucht, sagte sie, und er wird offiziell gesucht.",0.97,39.81676557142128,18.92240568795935,1,
266,anthropic,claude-opus-4-6,Q1,It is still apparently unclear who is behind the attacks.,"Noch sei unklar, welche Gruppe hinter den Anschlägen stecke.","Es ist offenbar noch unklar, wer hinter den Angriffen steckt.",0.97,40.49606210887279,10.127993013562818,1,
356,openai,gpt-5.2,Q1,The shop did not have CCTV.,Auch eine Videoüberwachung ist nicht vorhanden.,Der Laden hatte keine Videoüberwachung.,0.97,42.086506981979014,8.170609724417774,1,
19,anthropic,claude-opus-4-6,Q1,"All told, this is ""a mammoth task"".","Das alles sei schon eine ""Mammutaufgabe"".","Alles in allem ist das ""eine Mammutaufgabe"".",0.97,42.54431316842323,17.747405280050266,1,
128,openai,gpt-5.2,Q4,"The global IAAF federation has requested information about the matter from the IOC so it can carry out its own investigations, stated an IAAF spokesperson.","Der Weltverband IAAF hat das IOC um Informationen über den Fall ersucht, um eigene Untersuchungen anzustrengen, teilte ein IAAF-Sprecher mit.","Der globale IAAF-Verband hat vom IOC Informationen zu der Angelegenheit angefordert, damit er seine eigenen Untersuchungen durchführen kann, erklärte ein IAAF-Sprecher.",0.97,43.0388209323377,4.705244978975818,1,
368,openai,gpt-5.2,Q3,"""We all need to learn to put our phones down from time to time,"" said Janina Kugel, Siemens HR Director.","""Wir müssen alle lernen, das Smartphone auch mal wegzulegen"", sagte gerade Janina Kugel, im Siemens-Vorstand für Personal zuständig.","""Wir alle müssen lernen, von Zeit zu Zeit unsere Handys wegzulegen"", sagte Janina Kugel, Personalchefin von Siemens.",0.97,45.65001450016337,18.465221092138684,1,
65,openai,gpt-5.2,Q4,"Doctors recommend an examination in a sleep lab for patients whose snoring disrupts their breathing, for people who feel abnormally sleepy during the day, for sleepwalkers, or if the cause of a sleep disorder cannot be pinpointed, explains Fietze.","Zur Untersuchung im Schlaflabor raten Mediziner zum Beispiel bei Schnarchen mit Atemaussetzern, bei krankhafter Tagesmüdigkeit, bei Schlafwandlern oder wenn man die Ursache einer Durchschlafstörung nicht findet, erklärt Fietze.","Ärzte empfehlen eine Untersuchung in einem Schlaflabor für Patienten, deren Schnarchen ihre Atmung beeinträchtigt, für Menschen, die sich tagsüber ungewöhnlich schläfrig fühlen, für Schlafwandler oder wenn die Ursache einer Schlafstörung nicht genau bestimmt werden kann, erklärt Fietze.",0.97,45.85042617854813,9.771259394929364,1,
178,openai,gpt-5.2,Q2,"Donald Trump admits there are ""huge problems"" with his election campaign",Donald Trump räumt ″gewaltige Probleme″ im Wahlkampf ein,"Donald Trump gibt zu, dass es ""riesige Probleme"" mit seinem Wahlkampf gibt.",0.97,46.05594955027347,5.412989186545265,1,
300,openai,gpt-5.2,Q1,This led to some lorries hurtling through residential areas.,"Was dazu führte, dass sich mancher Lkw in Wohngebieten verfranste.","Dies führte dazu, dass einige Lastwagen durch Wohngebiete rasten.",0.96,35.51070589510016,8.606119900909883,1,
414,openai,gpt-5.2,Q2,The Union and the SPD are consequently focusing more and more on the issue of security.,Union und SPD bringen sich beim Thema innere Sicherheit daher zunehmend in Stellung.,Die Union und die SPD konzentrieren sich folglich immer mehr auf das Thema Sicherheit.,0.96,35.56714645754528,7.188959550044094,1,
331,openai,gpt-5.2,Q3,"After several regional authorities had done so, the body charged with protecting the constitution across Germany has also put the group on a watchlist.",Nach mehreren Landesämtern haben auch die Verfassungsschützer im Bund die Gruppe unter Beobachtung gestellt.,"Nachdem mehrere regionale Behörden dies bereits getan hatten, hat auch die für den Schutz der Verfassung in ganz Deutschland zuständige Behörde die Gruppe auf eine Beobachtungsliste gesetzt.",0.96,37.195057063846455,3.848169719653079,1,
245,openai,gpt-5-mini,Q1,He said he needed to reflect and analyse the reasons behind the debacle.,"Er müsse in Ruhe analysieren, welche Gründe zum Debakel geführt hätten.","Er sagte, er müsse über die Gründe des Debakels nachdenken und sie analysieren.",0.96,37.45810780749663,4.112982349983278,1,
310,openai,gpt-5.2,Q2,This means that the heat lost per gram of a mouse is much bigger than that lost per gram of an elephant.,Der Wärmeverlust von einem Gramm Maus ist daher viel größer als bei einem Gramm Elefant.,"Das bedeutet, dass die pro Gramm einer Maus verlorene Wärme viel größer ist als die pro Gramm eines Elefanten verlorene Wärme.",0.96,38.1597195861097,4.657469807170696,1,
223,openai,gpt-5-mini,Q2,The approach allows Mr. Trump to push the limits of political speech and dial it back as needed.,Diese Methode erlaubt es Mr. Trump die sprachlichen Grenzen in der Politik zu verschieben und dann nach Bedarf zurück zu rudern.,"Der Ansatz ermöglicht es Mr. Trump, die Grenzen der politischen Rede auszuloten und sie bei Bedarf zurückzufahren.",0.96,38.226702384713015,12.972311972961768,1,
245,openai,gpt-5.2,Q1,He said he needed to reflect and analyse the reasons behind the debacle.,"Er müsse in Ruhe analysieren, welche Gründe zum Debakel geführt hätten.","Er sagte, er müsse nachdenken und die Gründe für das Debakel analysieren.",0.96,38.78376344608013,4.6192151051305474,1,
436,openai,gpt-5.2,Q4,The Portuguese air force said today the pilot had to fly low because of the conditions - thick fog and smoke from wildfires - which obscured his visibility,"Die portugiesischen Luftstreitkräfte gaben heute an, dass der Pilot aufgrund der Verhältnisse - starker Nebel und Brandrauch - so tief fliegen musste, was seine Sicht einschränkte","Die portugiesische Luftwaffe teilte heute mit, der Pilot habe wegen der Bedingungen – dichter Nebel und Rauch von Waldbränden – tief fliegen müssen, da diese seine Sicht beeinträchtigten.",0.96,40.234502926332326,5.416498094653075,1,
387,openai,gpt-5.2,Q3,"As a result of the increase in the number of refugees, the association is expecting that many classes will want to take part.","Angesichts der gestiegenen Flüchtlingszahlen rechnet der Verein mit vielen Klassen, die sich beteiligen wollen.","Infolge des Anstiegs der Zahl der Flüchtlinge rechnet der Verband damit, dass viele Klassen teilnehmen wollen.",0.96,41.337312336843596,6.986768364373988,1,
288,openai,gpt-5-mini,Q3,"""It's occurring within a residential area in front of a home,"" Howard said to CBS affiliate KPHO earlier this month.","""Es geschieht in einer Wohngegend vor einem Haus,"" teilte Howard der KHPO, einer Tochtergesellschaft von CBS, Anfang des Monats mit.","„Es geschieht in einem Wohngebiet vor einem Haus“, sagte Howard Anfang dieses Monats gegenüber dem CBS-Sender KPHO.",0.96,42.53089450678516,4.85169673759104,1,
472,openai,gpt-5.2,Q4,"Mike Steele, a spokesman for the Governor's Office of Homeland Security and Emergency Preparedness, said requests were coming in for high-water vehicles, boats and sandbags.","Mike Steele, ein Sprecher für das Office of Homeland Security and Emergency Preparedness des Gouverneurs, teilte mit, dass sich die Anfragen für Hochwasserfahrzeuge, Boote und Sandsäcke mehrten.","Mike Steele, ein Sprecher des Büros des Gouverneurs für Heimatschutz und Notfallvorsorge, sagte, es gingen Anfragen nach hochwassertauglichen Fahrzeugen, Booten und Sandsäcken ein.",0.96,42.79201273686718,14.822158932027163,1,
465,openai,gpt-5.2,Q2,"Some alleged that the Kempinski hotel simply ""caved in"" to the alleged demands of Arabic customers.","Manche unterstellten dem Kempinski Hotel, dass es den angeblichen Aufforderungen arabischer Gäste ""nachgegeben hätte"".","Einige behaupteten, das Kempinski-Hotel habe den angeblichen Forderungen arabischer Kunden einfach „nachgegeben“.",0.96,43.58332664744483,5.366912772746423,1,
118,openai,gpt-5.2,Q4,"The grandparents say Brown suffered multiple gunshot wounds, including in his groin, leg, arm and abdomen, but was awake when he was transported to the hospital.","Die Großeltern gaben an, dass Brown mehrere Schussverletzungen erlitt, einschließlich in der Lende, Bein, Arm und Bauch, aber dass er bei seinem Transport ins Krankenhaus bei Bewusstsein war.","Die Großeltern sagen, Brown habe mehrere Schusswunden erlitten, darunter in der Leiste, am Bein, am Arm und im Bauch, sei aber wach gewesen, als er ins Krankenhaus gebracht wurde.",0.96,43.888769554760565,5.707316594345165,1,
174,openai,gpt-5.2,Q1,"According to Kokert, that will only play a ""minor role"".","Das, so meint Kokert, spiele nur noch eine ""untergeordnete Rolle"".",Laut Kokert wird das nur eine „untergeordnete Rolle“ spielen.,0.96,43.97831373551696,3.59927582376646,1,
0,openai,gpt-5.2,Q1,"Customers in Germany will not put up with that, broadly speaking.",Die Kunden in Deutschland werden sich das in der Breite nicht gefallen lassen.,Kunden in Deutschland werden das im Großen und Ganzen nicht hinnehmen.,0.96,45.26219986697196,20.640765449620034,1,
224,gemini,gemini-2.5-flash,Q3,"""I'm saying goodbye to both of them,"" the 14-time All Star Major League Baseball (MLB) player explained.","""Ich sage 'Goodbye' zu beidem"", erklärte der 14-malige All-Star-Game-Teilnehmer der Major League Baseball (MLB).",Ich verabschiede mich von beiden,0.95,6.912680643641919,0.35649911537502726,1,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired
379,gemini,gemini-2.5-flash,Q3,"These days, Mr. Rosenthal still gets his regular order, but sometimes he'll switch things up with the bacon, egg and cheese on an everything bagel.","Heutzutage bekommt Rosenthal immer noch seine übliche Bestellung, aber manchmal wechselt er sein Everything-Bagel mit Speck, Ei und Käse ab.",Heutzutage,0.95,7.424819894820259,2.789468092868926e-08,1,translation_no_json;confidence_no_json;no_confidence_found;confidence_repaired
392,anthropic,claude-sonnet-4-5-20250929,Q1,She is on a roll.,Sie hat einen Lauf.,Sie ist gerade richtig in Fahrt.,0.95,16.577170449741864,7.809849842300641,1,
461,openai,gpt-5-mini,Q1,"""To be honest, I don't really give a damn about things like that.""","""Ehrlich gesagt, sind mir diese Dinge eher schnuppe.""","Um ehrlich zu sein, ist mir so etwas wirklich völlig egal.",0.95,17.291698304837222,4.065425428798724,1,
110,anthropic,claude-sonnet-4-5-20250929,Q1,"However, volunteers are already aware of this.",Sensibilisiert seien die Helfer aber schon.,Die Freiwilligen sind sich dessen jedoch bereits bewusst.,0.95,17.969517296500513,4.767707020457095,1,
24,anthropic,claude-sonnet-4-5-20250929,Q1,Brilliant all over.,Auf ganzer Linie brilliant.,Rundum brillant.,0.95,18.77484530465136,14.127216461522432,1,
288,anthropic,claude-sonnet-4-5-20250929,Q3,"""It's occurring within a residential area in front of a home,"" Howard said to CBS affiliate KPHO earlier this month.","""Es geschieht in einer Wohngegend vor einem Haus,"" teilte Howard der KHPO, einer Tochtergesellschaft von CBS, Anfang des Monats mit.",âEs ereignet sich in einem Wohngebiet vor einem Haus,0.95,18.786244401218813,2.884267456194482,1,translation_no_json
297,anthropic,claude-sonnet-4-5-20250929,Q1,Soon the company will start retailing the vehicle.,In Kürze will der Konzern den Handel mit dem Transporter starten.,Bald wird das Unternehmen mit dem Verkauf des Fahrzeugs beginnen.,0.95,19.97630793457443,7.574347133041985,1,
110,openai,gpt-5-mini,Q1,"However, volunteers are already aware of this.",Sensibilisiert seien die Helfer aber schon.,Allerdings sind die Freiwilligen darüber bereits informiert.,0.95,20.408343123707905,6.567274736060396,1,
451,openai,gpt-5-mini,Q1,I can't do this.,Ich schaffe das nicht.,Das kann ich nicht tun.,0.95,20.8330947143495,9.652434877402245,1,
356,anthropic,claude-haiku-4-5-20251001,Q1,The shop did not have CCTV.,Auch eine Videoüberwachung ist nicht vorhanden.,Das Geschäft hatte keine Überwachungskamera.,0.95,23.112970250590603,6.870636427700047,1,
291,anthropic,claude-sonnet-4-5-20250929,Q2,"That's what the prosecutor must determine,"" said Hofstetter.","Das ist etwas, was der Staatsanwalt entscheiden muss,"" sagte Hofstetter.",Das muss die Staatsanwaltschaft feststellen,0.95,23.638609846039174,2.0998444584734317,1,translation_no_json
81,gemini,gemini-2.5-pro,Q1,Is Ethiopia about to crack?,Ist Äthiopien gerade dabei zusammenzubrechen?,Steht Äthiopien kurz vor dem Zerfall?,0.95,23.793359185381608,7.809849842300641,1,
166,anthropic,claude-sonnet-4-5-20250929,Q1,I needed to get paid so I had to get better quickly.,"Ich benötigte Geld, daher musste es mir bald wieder besser gehen.","Ich musste bezahlt werden, also musste ich schnell besser werden.",0.95,25.191634435258166,4.65910170176664,1,
166,gemini,gemini-2.5-pro,Q1,I needed to get paid so I had to get better quickly.,"Ich benötigte Geld, daher musste es mir bald wieder besser gehen.","Ich musste bezahlt werden, also musste ich schnell besser werden.",0.95,25.191634435258166,4.65910170176664,1,
166,openai,gpt-5-mini,Q1,I needed to get paid so I had to get better quickly.,"Ich benötigte Geld, daher musste es mir bald wieder besser gehen.","Ich musste bezahlt werden, also musste ich mich schnell verbessern.",0.95,25.761056281703805,4.406306339938217,1,
155,anthropic,claude-sonnet-4-5-20250929,Q2,"""The man himself called up and admitted to having shot his partner,"" a police spokeswoman said.","""Der Mann hat selbst bei uns angerufen und angegeben, seine Lebensgefährtin erschossen zu haben"", sagte eine Polizeisprecherin.","âDer Mann selbst rief an und gab zu, auf seinen Partner geschossen zu haben",0.95,26.0588067970902,4.337690730330582,1,translation_no_json
171,anthropic,claude-sonnet-4-5-20250929,Q2,"""We want to start selling it to third parties,"" a postal service spokesman said on Friday.","""Wir wollen in den Verkauf an Dritte einsteigen"", sagte ein Post-Sprecher am Freitag.","âWir wollen damit beginnen, es an Dritte zu verkaufen",0.95,26.389695352197624,4.955970694341068,1,translation_no_json
328,gemini,gemini-2.5-flash,Q2,"After a few minutes, the horse decided it wanted to go home, and raced back to its feeding trough at full tilt.","Nach einigen Minuten erinnerten sich die Pferde an ihren Feierabend, sie jagten im schnellen Galopp nach Hause zu den Futtertrögen.","Nach ein paar Minuten beschloss das Pferd, dass es nach Hause wollte, und raste mit voller Geschwindigkeit zurück zu seinem Futtertrog.",0.95,28.43021860710899,4.303846266589084,1,confidence_no_json;no_confidence_found;confidence_repaired
198,anthropic,claude-sonnet-4-5-20250929,Q1,This has not been noted.,Dies sei nicht erkennbar.,Dies wurde nicht vermerkt.,0.95,28.76004447690613,14.058533129758727,1,
153,anthropic,claude-sonnet-4-5-20250929,Q2,Being singled out as a Gülen-supporter is career-destroying for teachers and other academics.,Die Brandmarkung als Gülen-Anhänger vernichtet Lehrern und anderen Akademikern die berufliche Existenz.,"Als Gülen-Unterstützer herausgegriffen zu werden, ist karrierezerstörend für Lehrer und andere Akademiker.",0.95,28.803734952670908,3.377156414337854,1,
19,anthropic,claude-sonnet-4-5-20250929,Q1,"All told, this is ""a mammoth task"".","Das alles sei schon eine ""Mammutaufgabe"".","Alles in allem ist dies ""eine gigantische Aufgabe"".",0.95,29.202886558045797,8.913765521398126,1,
482,anthropic,claude-opus-4-6,Q1,"To me, his enthusiasm implied the opposite.",Mir schien sein Enthusiasmus eher das Gegenteil anzudeuten.,Für mich implizierte seine Begeisterung das Gegenteil.,0.95,29.294027335126938,10.786826322527471,1,
234,gemini,gemini-2.5-flash,Q1,Any missteps quickly enter the public record.,Sämtliche Fehltritte gelangen an die Öffentlichkeit.,Jeder Fehltritt wird schnell öffentlich bekannt.,0.95,29.609395187945363,6.567274736060395,1,
234,gemini,gemini-2.5-pro,Q1,Any missteps quickly enter the public record.,Sämtliche Fehltritte gelangen an die Öffentlichkeit.,Jeder Fehltritt wird schnell öffentlich bekannt.,0.95,29.609395187945363,6.567274736060395,1,
328,gemini,gemini-2.5-pro,Q2,"After a few minutes, the horse decided it wanted to go home, and raced back to its feeding trough at full tilt.","Nach einigen Minuten erinnerten sich die Pferde an ihren Feierabend, sie jagten im schnellen Galopp nach Hause zu den Futtertrögen.","Nach ein paar Minuten beschloss das Pferd, dass es nach Hause wollte, und raste in vollem Galopp zu seinem Futtertrog zurück.",0.95,29.81037327396514,4.449945957170705,1,
328,anthropic,claude-opus-4-6,Q2,"After a few minutes, the horse decided it wanted to go home, and raced back to its feeding trough at full tilt.","Nach einigen Minuten erinnerten sich die Pferde an ihren Feierabend, sie jagten im schnellen Galopp nach Hause zu den Futtertrögen.","Nach ein paar Minuten entschied das Pferd, dass es nach Hause wollte, und raste in vollem Galopp zurück zu seinem Futtertrog.",0.95,30.73150888108837,4.449945957170705,1,
328,anthropic,claude-sonnet-4-5-20250929,Q2,"After a few minutes, the horse decided it wanted to go home, and raced back to its feeding trough at full tilt.","Nach einigen Minuten erinnerten sich die Pferde an ihren Feierabend, sie jagten im schnellen Galopp nach Hause zu den Futtertrögen.","Nach ein paar Minuten entschied das Pferd, dass es nach Hause wollte, und raste in vollem Galopp zurück zu seinem Futtertrog.",0.95,30.73150888108837,4.449945957170705,1,
482,anthropic,claude-sonnet-4-5-20250929,Q1,"To me, his enthusiasm implied the opposite.",Mir schien sein Enthusiasmus eher das Gegenteil anzudeuten.,Für mich bedeutete seine Begeisterung das Gegenteil.,0.95,31.03702597321404,10.786826322527471,1,
482,openai,gpt-5-mini,Q1,"To me, his enthusiasm implied the opposite.",Mir schien sein Enthusiasmus eher das Gegenteil anzudeuten.,Für mich bedeutete seine Begeisterung das Gegenteil.,0.95,31.03702597321404,10.786826322527471,1,
78,anthropic,claude-opus-4-6,Q1,"""My job isn't about a retirement tour.""","""Mein Job beinhaltet keine Abschieds-Tour.""",Bei meinem Job geht es nicht um eine Abschiedstournee.,0.95,31.096823901949655,4.990049701936832,1,
78,anthropic,claude-sonnet-4-5-20250929,Q1,"""My job isn't about a retirement tour.""","""Mein Job beinhaltet keine Abschieds-Tour.""",Bei meinem Job geht es nicht um eine Abschiedstournee.,0.95,31.096823901949655,4.990049701936832,1,
59,anthropic,claude-sonnet-4-5-20250929,Q1,This is generally used by large US banks.,Das nutzen gerade große US-Banken.,Dies wird im Allgemeinen von großen US-Banken verwendet.,0.95,31.323318516523894,5.669791110976001,1,
59,gemini,gemini-2.5-flash,Q1,This is generally used by large US banks.,Das nutzen gerade große US-Banken.,Dies wird im Allgemeinen von großen US-Banken verwendet.,0.95,31.323318516523894,5.669791110976001,1,confidence_no_json;no_confidence_found;confidence_repaired
473,anthropic,claude-opus-4-6,Q2,The country however was not mentioned among the states one can call directly from the room.,"Das Land war allerdings nicht zwischen den Ländern aufgelistet, die direkt aus dem Hotelzimmer angerufen werden können.","Das Land wurde jedoch nicht unter den Staaten erwähnt, die man direkt vom Zimmer aus anrufen kann.",0.95,31.32407524867601,7.012887580040735,1,
