id,src,ref,hyp,conf,parse_warnings,timestamp_utc
132,"During this period, builders renovated the rooms on behalf of the unidentified owner of the house.",Währenddessen renovierten Bauarbeiter im Auftrag der unbekannten Hausbesitzer die Räume.,Während dieser Zeit renovierten Bauarbeiter die Räume im Auftrag des nicht identifizierten Besitzers des Hauses.,0.95,,2026-02-26T20:30:49.112872+00:00
133,It is unfair to show them volunteers on site.,"Eigentlich ist es unfair, sie Helfern vor Ort zu stellen.","Es ist unfair, ihnen vor Ort Freiwillige zu zeigen.",0.92,,2026-02-26T20:30:51.341848+00:00
134,"More than 160,000 of the nation's most vulnerable are turned away from community legal centres every year, with the sector bracing itself for the impact further funding cuts will have on already-stretched operations.","Mehr als 160.000 der Hilfsbedürfigsten des Landes werden jährlich von den Gemeinderechtszentren abgewiesen, während sich die Branche auf die Auswirkungen weiterer Mittelkürzungen auf bereits überlastete Transaktionen gefasst macht.","Mehr als 160.000 der verletzlichsten Menschen des Landes werden jedes Jahr von Community-Legal-Centern abgewiesen, und der Sektor bereitet sich auf die Auswirkungen weiterer Kürzungen der Mittel auf die ohnehin bereits stark belasteten Abläufe vor.",0.98,,2026-02-26T20:30:55.056793+00:00
135,"But that post was taken by another close Putin ally, Dmitry Medvedev.","Aber dieser Posten wurde von einem weiteren, nahestehenden Verbündeten Putins eingenommen, Dmitry Medvedev.","Aber dieser Post wurde von einem anderen engen Putin-Vertrauten, Dmitri Medwedew, übernommen.",0.95,,2026-02-26T20:30:57.651770+00:00
136,"A musical has gripped Salzburg: Leornard Bernstein's masterpiece, ""West Side Story"".","Ein Musical erobert Salzburg: die ""West Side Story"", Leornard Bernsteins Meisterwerk.",Ein Musical hat Salzburg ergriffen: Leonard Bernsteins Meisterwerk „West Side Story“.,0.95,,2026-02-26T20:31:00.277548+00:00
137,12-0 and GB had hardly touched the ball.,12-0 und GB hat kaum den Ball angefasst.,12-0 und GB hatten kaum den Ball berührt.,0.85,,2026-02-26T20:31:02.672072+00:00
138,"His bronze medal from the 2008 Olympics was also taken away, but it was returned to him following a decision by the International Court of Arbitration for Sport, CAS.",Die ebenfalls aberkannte Bronzemedaille der Olympischen Spiele 2008 erhielt er aufgrund eines Urteils des Internationalen Sportgerichtshofs CAS zurück.,"Seine Bronzemedaille von den Olympischen Spielen 2008 wurde ihm ebenfalls aberkannt, doch sie wurde ihm nach einer Entscheidung des Internationalen Sportgerichtshofs (CAS) zurückgegeben.",0.86,,2026-02-26T20:31:05.797699+00:00
139,"Chilli-powder condoms, firecrackers boost Tanzania elephant protection","Kondome mit Chilipuder, Feuerwerkskörper fördern Tanzanias Elefantenschutz","Chilipulver-Kondome, Feuerwerkskörper stärken den Schutz der Elefanten in Tansania",0.95,,2026-02-26T20:31:08.675567+00:00
140,"""There were concerns that... state institutions had turned a blind eye to such behaviour because of ""politically correct"" over-sensitivities about ethnicity and religion.""","""Es gab Bedenken, dass... staatliche Institutionen ein solches Verhalten aufgrund von ""politisch korrekten"" Überempfindlichkeiten bezüglich der Ethnie und Religion wissentlich ignoriert hätten.""","Es gab Bedenken, dass... staatliche Einrichtungen dieses Verhalten ausblindend übersehen hätten, weil sie aus „politisch korrekter“ Überempfindlichkeit gegenüber Ethnizität und Religion besonders sensibel seien.",0.12,,2026-02-26T20:31:11.988959+00:00
141,Consequently new containers will soon be located in Wasenstraße.,Also werden bald neue Container in der Wasenstraße aufgestellt.,Folglich werden demnächst neue Container in der Wasenstraße aufgestellt.,0.91,,2026-02-26T20:31:14.435741+00:00
142,I will also be involved in that.,Auch daran beteilige ich mich.,Ich werde daran auch beteiligt sein.,0.95,,2026-02-26T20:31:16.604148+00:00
143,The first is seemingly innocuous: smartphones.,Der erste scheint harmlos: Smartphones.,Das erste ist scheinbar harmlos: Smartphones.,0.95,,2026-02-26T20:31:19.494652+00:00
144,"Clearly looking to kill herself, the victim, a Swiss woman aged 49, was hit by several vehicles including a lorry.","Es ist offensichtlich, dass sich eine Schweizerin im Alter von 49 Jahren, die von mehreren Fahrzeugen, einschließlich eines Lastwagens, überfahren wurde, selbst töten wollte.","Die Opfer, eine 49-jährige Schweizer Frau, die offensichtlich Selbstmordabsichten hatte, wurde von mehreren Fahrzeugen, darunter einem Lastwagen, erfasst.",0.95,,2026-02-26T20:31:22.625965+00:00
145,"Despite that, according to Bratman, the situation in terms of the housing market is also hotting up.","Ungeachtet dessen, so Bratmann, bahne sich eine Verschärfung der Situation auf dem Wohnungsmarkt an.",Trotzdem wird die Lage auf dem Wohnungsmarkt laut Bratman ebenfalls hitziger.,0.88,,2026-02-26T20:31:24.970298+00:00
146,Ferguson Rotich came fourth in the 800-metre race at the 2015 World Championships in Beijing.,Ferguson Rotich war 2015 in Peking WM-Vierter über 800 Meter geworden.,Ferguson Rotich wurde Vierter im 800-Meter-Rennen bei den Weltmeisterschaften 2015 in Peking.,0.99,,2026-02-26T20:31:27.473050+00:00
147,"The SPD, the strongest party since 1998, is now clearly behind the CDU, according to polls.","Die SPD, seit 1998 stärkste Partei, liegt nun in Umfragen klar hinter der CDU.","Der SPD, der stärksten Partei seit 1998, liegt laut Umfragen jetzt deutlich hinter der CDU.",0.12,,2026-02-26T20:31:29.915261+00:00
148,"'Needless to say, there was no disrespect intended and I'm very sorry.'","Natürlich war keine Missachtung beabsichtigt und es tut mir sehr leid.""",Das versteht sich von selbst: Es war keinesfalls respektlos gemeint und es tut mir sehr leid.,0.94,,2026-02-26T20:31:32.284613+00:00
149,When she returned the next morning at around 8.15 a.m. around 250 euros was missing from the till.,"Als sie am nächsten Morgen gegen 8.15 Uhr zurückkam, waren aus der Kasse zirka 250 Euro verschwunden.","Als sie am nächsten Morgen gegen 8:15 Uhr zurückkehrte, fehlten ungefähr 250 Euro in der Kasse.",0.98,,2026-02-26T20:31:34.687921+00:00
150,But clearly that has not stopped the internal resentment of Ethiopia's government from intensifying.,Aber offensichtlich hat dies nicht die Intensivierung der internen Missgunst der äthiopischen Regierung verhindert.,"Aber das hat die innere Verärgerung über die äthiopische Regierung offensichtlich nicht daran gehindert, zuzunehmen.",0.86,,2026-02-26T20:31:38.530420+00:00
151,It's not calm advertisement for the actual matter at hand.,Das ist keine betuliche Werbung für die eigene Sache.,Es ist keine ruhige Werbung für die eigentliche Angelegenheit.,0.78,,2026-02-26T20:31:40.980735+00:00
152,"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.","Massiv, da das Viadukt 222 Meter lang ist, ca. 6.000 Tonnen wiegt und bei einer Steigung von ca. 3 % nach oben gezogen werden musste.","Massiv, weil das Viadukt 222 Meter lang ist, rund 6.000 Tonnen wiegt und gegen eine Steigung von etwa 3 % hochgezogen werden musste.",0.9,,2026-02-26T20:31:43.882533+00:00
153,Being singled out as a Gülen-supporter is career-destroying for teachers and other academics.,Die Brandmarkung als Gülen-Anhänger vernichtet Lehrern und anderen Akademikern die berufliche Existenz.,"Als Anhänger der Gülen-Bewegung abgestempelt zu werden, ist für Lehrer und andere Akademiker karrierezerstörend.",0.92,,2026-02-26T20:31:46.317809+00:00
154,"According to the authorities, the explosive device was launched from a flower bed on the edge of the coastal police's territory.",Der Sprengsatz sei laut den Behörden in einem Blumenbeet vor dem Revier der Küstenpolizei in die Luft gegangen.,Den Behörden zufolge wurde die Sprengvorrichtung aus einem Blumenbeet am Rand des Gebiets der Küstenpolizei abgefeuert.,0.95,,2026-02-26T20:31:50.661063+00:00
155,"""The man himself called up and admitted to having shot his partner,"" a police spokeswoman said.","""Der Mann hat selbst bei uns angerufen und angegeben, seine Lebensgefährtin erschossen zu haben"", sagte eine Polizeisprecherin.","„Der Mann selbst rief an und gab zu, seinen Partner erschossen zu haben“, sagte eine Polizeisprecherin.",0.95,,2026-02-26T20:31:53.104366+00:00
156,"For eons, Amharas from Ethiopia's predominantly Christian highlands flourished in politics and business, exploiting the Oromos, many of whom are Muslim and live in lowland areas.","Seit Äonen prosperierten die Amharas, die aus Äthopiens überwiegend christlichen Hochländern kommen, in der Politik und Wirtschaft, während sie die Oromos ausbeuteten, von denen viele Muslime sind und in Flachlandgebieten leben.","Jahrtausende lang florierten die Amharen aus den überwiegend christlichen Hochländern Äthiopiens in Politik und Wirtschaft und nutzten die Oromo aus, von denen viele muslimisch sind und in Tieflandgebieten leben.",0.93,,2026-02-26T20:31:56.228751+00:00
157,"Apple, and Asian providers such as Samsung, now hold sway.",Das Sagen haben nun Apple und asiatische Anbieter wie Samsung.,Apple und asiatische Anbieter wie Samsung haben jetzt das Sagen.,0.95,,2026-02-26T20:31:58.425503+00:00
158,"""If you don't submit to WADA/FINA checks a particular amount of time before the World Championships/Olympics, then you shouldn't be able to take part,"" the Hamburg resident stated, who now runs an ice-cream parlour.","""Wer nicht eine gewisse Zeit vor WM/OS von unabhängigen Kontrolleuren der WADA/FINA kontrolliert werden kann, darf nicht teilnehmen"", fordert der Wahl-Hamburger, der mittlerweile eine Eisdiele betreibt.","„Wenn man sich nicht eine bestimmte Anzahl von Malen vor der Weltmeisterschaft/den Olympischen Spielen WADA/FINA-Kontrollen unterzieht, sollte man nicht teilnehmen dürfen“, sagte die in Hamburg lebende Person, die jetzt eine Eisdiele betreibt.",0.42,,2026-02-26T20:32:01.542414+00:00
159,Residents can now drive on both sides of the B 27 out of Ofterdingen.,Die Bürger können nun von Ofterdingen aus die B 27 wieder beidseitig befahren.,Anwohner können nun auf beiden Seiten der B 27 aus Ofterdingen heraus fahren.,0.84,,2026-02-26T20:32:03.987985+00:00
160,This is such an exciting time.,Das ist eine so spannende Zeit.,Das ist eine so aufregende Zeit.,0.95,,2026-02-26T20:32:06.259955+00:00
161,"That is one event, one gold medal for the nation which won seven out of 10 track titles in both Beijing and London.","Das ist ein Ereignis, eine Goldmedaille für die Nation, die sieben von 10 Titeln sowohl in Peking als auch in London gewonnen wurden.","Das ist eine Veranstaltung, eine Goldmedaille für die Nation, die sieben von zehn Bahn-Titeln sowohl in Peking als auch in London gewonnen hat.",0.92,,2026-02-26T20:32:09.055385+00:00
162,"In 2015, the average sale price of a smartphone in Germany was 392 euros.",Der durchschnittliche Verkaufspreis eines Smartphones in Deutschland lag 2015 bei 392 Euro.,Im Jahr 2015 betrug der durchschnittliche Verkaufspreis eines Smartphones in Deutschland 392 Euro.,0.99,,2026-02-26T20:32:11.718023+00:00
163,Police use tear gas & rubber bullets against protesting Brazilian students,Polizei setzt Tränengas & Gummigeschosse gegen protestierende brasilianische Studenten ein,Polizei setzt Tränengas und Gummigeschosse gegen protestierende brasilianische Studenten ein,0.95,,2026-02-26T20:32:14.523061+00:00
164,"From flying finishes to flying dismounts, Frankie Dettori has been the poster boy of British Flat racing for two decades.","Von Flying Finishes zu Flying Dismounts, Frankie Dettori ist seit zwei Jahrzehnten das Aushängeschild des britischen Flachrennens.",Von fliegenden Finishes bis zu fliegenden Abwürfen ist Frankie Dettori seit zwei Jahrzehnten das Aushängeschild des britischen Flachrennsports.,0.62,,2026-02-26T20:32:17.376031+00:00
165,Six rescue vehicles and an ambulance were in attendance at the scene of the accident on the no.2 road.,Sechs Rettungswagen und ein Notarztwagen kamen zum Unfallort auf der Landesstraße 2.,Sechs Rettungsfahrzeuge und ein Krankenwagen waren am Unfallort auf der Straße Nr. 2 im Einsatz.,0.96,,2026-02-26T20:32:19.875495+00:00
166,I needed to get paid so I had to get better quickly.,"Ich benötigte Geld, daher musste es mir bald wieder besser gehen.","Ich musste bezahlt werden, also musste ich mich schnell verbessern.",0.95,,2026-02-26T20:32:22.372104+00:00
167,We all as a team came together in the last three months.,Wir sind in den letzten drei Monaten als Team zusammengekommen.,Wir alle sind in den letzten drei Monaten als Team zusammengekommen.,0.65,,2026-02-26T20:32:24.451458+00:00
168,"In the US, the game has led to a significant increase in the number of steps taken by the ""average"" person each day.","In den USA führte das Spiel zu einem beträchtlichen Anstieg an Schritten, die die ""durchschnittliche"" Person jeden Tag zurücklegt.",In den USA hat das Spiel zu einem deutlichen Anstieg der täglich von der „durchschnittlichen“ Person zurückgelegten Schritte geführt.,0.88,,2026-02-26T20:32:26.980257+00:00
169,"For while smartphone apps like Fitbit could previously track our activity, they didn't give us a reason to exercise like this game does.","Auch wenn Smartphone-Apps wie Fitbit bereits früher unsere Aktivität nachverfolgen konnten, gaben sie uns keinen Grund, Sport zu treiben, wie es dieses Spiel tut.","Während Smartphone-Apps wie Fitbit früher unsere Aktivität verfolgen konnten, gaben sie uns keinen Grund zu trainieren, wie es dieses Spiel tut.",0.84,,2026-02-26T20:32:29.600511+00:00
170,Arizona and Georgia are also at risk.,Als gefährdet gelten auch Arizona und Georgia.,Arizona und Georgia sind ebenfalls gefährdet.,0.9,,2026-02-26T20:32:32.381428+00:00
171,"""We want to start selling it to third parties,"" a postal service spokesman said on Friday.","""Wir wollen in den Verkauf an Dritte einsteigen"", sagte ein Post-Sprecher am Freitag.","„Wir wollen damit beginnen, es an Dritte zu verkaufen“, sagte ein Sprecher des Postdienstes am Freitag.",0.9,,2026-02-26T20:32:35.019785+00:00
172,"The dispute has led to junior doctors taking part in six strikes this year, including the first all-out stoppages in the history of the NHS.","Die Streitigkeiten führten dazu, dass Assistenzärzte dieses Jahr sechsmal streikten, die ersten Gesamtausfälle in der Geschichte des NHS.","Der Streit hat dazu geführt, dass Assistenzärzte in diesem Jahr an sechs Streiks teilgenommen haben, darunter die ersten vollständigen Arbeitsniederlegungen in der Geschichte des NHS.",0.92,,2026-02-26T20:32:37.760648+00:00
173,Effortless on beam.,Mühelos auf dem Balken.,Mühelos auf dem Balken.,0.92,,2026-02-26T20:32:39.997300+00:00
174,"According to Kokert, that will only play a ""minor role"".","Das, so meint Kokert, spiele nur noch eine ""untergeordnete Rolle"".","Laut Kokert wird das nur eine ""untergeordnete Rolle"" spielen.",0.95,,2026-02-26T20:32:42.553900+00:00
175,"He said the jet had flown slightly lower than normal because of poor visibility caused by the smoke from nearby wildfires, but the air force insisted no-one's safety had been compromised.","Der Sprecher sagte, dass der Jet aufgrund der schlechten Sichtverhältnisse durch sich in der Nähe befindliche Flächenbrände etwas tiefer als üblich flog, allerdings beharrten die Luftstreitkräfte darauf, dass die Sicherheit zu keiner Zeit gefährdet war.","Er sagte, der Jet sei wegen der schlechten Sicht durch den Rauch von nahegelegenen Waldbränden etwas tiefer geflogen als üblich, aber die Luftwaffe bestand darauf, dass niemandes Sicherheit gefährdet worden sei.",0.98,,2026-02-26T20:32:45.848691+00:00
176,Fear of a recurrence can have a significant negative impact on a person's quality of life.,Die Angst vor einem erneuten Herzinfarkt kann erhebliche negative Auswirkungen auf die Lebensqualität einer Person haben.,Die Angst vor einem Rückfall kann die Lebensqualität einer Person erheblich negativ beeinträchtigen.,0.95,,2026-02-26T20:32:48.337857+00:00
177,Nine adult male cats and eight female cats from the MHH's animal husbandry programme were examined.,Beobachtet wurden insgesamt neun erwachsene Kater und acht Kätzinnen aus der Tierhaltung der MHH.,Neun ausgewachsene Kater und acht weibliche Katzen aus dem Haltungprogramm der Tierversorgung der MHH wurden untersucht.,0.92,,2026-02-26T20:32:51.142469+00:00
178,"Donald Trump admits there are ""huge problems"" with his election campaign",Donald Trump räumt ″gewaltige Probleme″ im Wahlkampf ein,"Donald Trump gibt zu, dass es „riesige Probleme“ mit seiner Wahlkampagne gibt",0.98,,2026-02-26T20:32:53.545728+00:00
179,"The next day, they set off on the section towards St. Peter, the most demanding section, seeing them climb around 500 metres in altitude in sweltering heat, and then descend again.","Tags darauf trat man die Etappe nach St. Peter an, welche die anstrengenste Wegstrecke war, mussten doch bei schwüler Hitze zunächst rund 500 Höhenmeter abgestiegen und danach wieder erklommen werden.","Am nächsten Tag machten sie sich auf den Weg zum Abschnitt Richtung St. Peter, dem anspruchsvollsten Teil, in dem sie bei drückender Hitze etwa 500 Meter Höhe erklommen und dann wieder abstiegen.",0.92,,2026-02-26T20:32:56.587832+00:00
180,It was all so new and I was so stressed.,Es war alles so neu für mich und ich war so gestresst.,"Alles war so neu, und ich war so gestresst.",0.95,,2026-02-26T20:32:59.303312+00:00
181,"After plot, parcelling and accessibility questions had been answered, and applications for measurements had been made, there was nothing standing in the way of the sale of the plots in the residential areas of ""Straßlweg"" and ""Schönau-West"" (near Binderstraße - development section 1) to interested parties.","Nachdem die Grundstücks-, Parzellierungs- und Erschließungsfragen geklärt und die Anträge auf Vermessung gestellt werden konnten, steht dem Verkauf der Grundstücke in den Wohnbaugebieten ""Straßlweg"" und ""Schönau-West"" (Bereich Binderstraße - Ausbauabschnitt 1) an Interessenten nichts mehr im Wege.","Nachdem Fragen zur Parzellierung und Erschließung geklärt und Vermessungsanträge gestellt worden waren, stand dem Verkauf der Baugrundstücke in den Wohngebieten ""Straßlweg"" und ""Schönau-West"" (bei der Binderstraße – Erschließungsabschnitt 1) an Interessenten nichts mehr im Wege.",0.98,,2026-02-26T20:33:03.570815+00:00
182,"A banker said that, in Tegernsee, there was ""clientele who were rather better off in terms of assets.""","Ein Banker sagte, am Tegernsee gebe es ""eine Klientel, die vom Vermögen etwas üppiger ausgestattet ist"".","Ein Banker sagte, dass es in Tegernsee „Kundschaft gab, die vermögensmäßig etwas besser gestellt war.“",0.9,,2026-02-26T20:33:06.080596+00:00
183,"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.","Schlagen Sie ihm sodann mit dem Knie in die Leiste und verdrehen Sie, während sich der Angreifer vor Schmerzen zusammenkrümmt, die Waffe aus seinen Händen. Schlagen Sie ihm mit dem Lauf ins Gesicht und bewegen Sie sich rückwärts, während sie die Waffe auf ihn richten.","Ein Knie trifft zwischen die Beine, und während der Angreifer vor Schmerz zusammenklappt, reißt du ihm die Waffe aus der Hand, schlägst ihm mit dem Lauf ins Gesicht und tritt zurück, dabei hältst du die Waffe weiter auf ihn gerichtet.",0.96,,2026-02-26T20:33:09.035033+00:00
184,"Clinton wants to lead the economy to its death and regulate it to its death, he says.","Clinton wolle die Wirtschaft zu Tode besteuern und zu Tode regulieren, sagt er.","Clinton will die Wirtschaft in den Abgrund führen und sie zu Tode regulieren, sagt er.",0.18,,2026-02-26T20:33:11.510438+00:00
185,"Angela Crow, of Devon and Cornwall Police, said the eviction sent a clear warning to other tenants who continue to flout the rules.","Angela Crow von der Polizei von Devon und Cornwall teilte mit, dass die Delogierung eine klare Warnung an die anderen Mieter sei, die sich nicht an die Hausordnung halten.","Angela Crow von der Polizei in Devon und Cornwall sagte, die Räumung habe eine deutliche Warnung an andere Mieter gesandt, die weiterhin die Regeln missachten.",0.95,,2026-02-26T20:33:14.274074+00:00
186,"But Mr. Dooley, 28, of Lake Forest, Calif., is competing for the gold in Olympic trampoline.","Aber Dooley, 28, aus Lake Forest, Kalifornien, kämpft im olympischen Trampolinturnen um Gold.","Aber Mr. Dooley, 28, aus Lake Forest, Kalifornien, kämpft um das Gold im olympischen Trampolin.",0.95,,2026-02-26T20:33:16.682539+00:00
187,They generally only come to the surface in winter because they prefer water temperatures of around six degrees Celsius.,"Weil sie Wassertemperaturen um die sechs Grad Celsius bevorzugen, tauchen sie an der Oberfläche meist nur im Winter auf.","Sie kommen im Allgemeinen nur im Winter an die Oberfläche, weil sie Wassertemperaturen von etwa sechs Grad Celsius bevorzugen.",0.96,,2026-02-26T20:33:19.292348+00:00
188,"In Queensland, three out of five people - mostly the elderly, immigrants, vulnerable workers, victims of violence and those without resources to fight unfair evictions and the like - are already turned away while seeking free legal advice and representation.","In Queensland werden bereits drei von fünf Personen - meistens ältere Personen, Immigranten, hilfsbedürftige Arbeiter, Opfer von Gewalttaten und diejenigen, die über keine Mittel für ungerechte Delogierungen und ähnliches verfügen - bei ihrem Ansuchen auf kostenlose Rechtsberatung und Rechtsbeistand abgewiesen.","In Queensland werden drei von fünf Personen – meist ältere Menschen, Einwanderer, gefährdete Arbeitnehmer, Gewaltopfer und jene ohne Mittel, um gegen ungerechte Zwangsräumungen und Ähnliches vorzugehen – bereits abgewiesen, wenn sie kostenlose Rechtsberatung und Vertretung suchen.",0.95,,2026-02-26T20:33:22.240936+00:00
189,They're banking on a late-season rush to the Mediterranean.,Sie zählen auf einen spätsaisonalen Ansturm ans Mittelmeer.,Sie setzen auf einen späten Saisonansturm zum Mittelmeer.,0.86,,2026-02-26T20:33:24.748240+00:00
190,Kyle Brown put the Boks ahead in the first half but Dan Norton with some dazzling footwork broke the line and scored under the posts in the second half.,"Kyle Brown brachte die Boks in der ersten Hälfte nach vorne, aber Dan Norton durchbrach die Linie mit einer beeindruckenden Fußarbeit und erzielte ein Tor unter den Posten in der zweiten Hälfte.","Kyle Brown brachte die Boks in der ersten Halbzeit in Führung, doch Dan Norton durchbrach mit beeindruckender Beinarbeit die Abwehr und legte in der zweiten Halbzeit unter den Pfosten ab.",0.94,,2026-02-26T20:33:27.679308+00:00
191,"Amid the Fury of the Olympics, the Zen of the Trampoline","Inmitten der Rage der Olympischen Spiele, das Zen des Trampolins",Mitten im Olympischen Furor: die Zen- Ruhe des Trampolins,0.62,,2026-02-26T20:33:30.377392+00:00
192,"In 2015, the Clintons made $1 million in charitable contributions, mostly to the Clinton Foundation; former President Bill Clinton brought in nearly $5.3 million in speaking fees; and the former secretary of state reported income of $3 million from publisher Simon & Schuster for her book on her tenure at the State Department.","Im Jahr 2015 spendeten die Clintons USD 1 Million für wohltätige Zwecke, hauptsächlich an die Clinton Foundation; der ehemalige Präsident Bill Clinton erwirtschaftete fast USD 5,3 Millionen in Redehonoraren; die ehemalige Außenministerin gab ein Einkommen von USD 3 Millionen vom Verlag Simon & Schuster für ihr Buch über ihre Amtszeit im Außenministerium an.","Im Jahr 2015 leisteten die Clintons Spenden in Höhe von 1 Million Dollar, hauptsächlich an die Clinton Foundation; der ehemalige Präsident Bill Clinton erzielte fast 5,3 Millionen Dollar an Rednerhonoraren; und die ehemalige Außenministerin meldete Einnahmen von 3 Millionen Dollar vom Verlag Simon & Schuster für ihr Buch über ihre Amtszeit im Außenministerium.",0.98,,2026-02-26T20:33:34.114294+00:00
193,Rio 2016: Robel Kiros Habte becomes an Internet sensation,Rio 2016: Robel Kiros Habte wird zum Internethit,Rio 2016: Robel Kiros Habte wird zum Internetsensation,0.28,,2026-02-26T20:33:36.347582+00:00
194,Criticism on Twitter came thick and fast against Byron MacDonald with many calling him out,"Die Kritik gegen Byron MacDonald auf Twitter kam schnell und hart, bei der ihn viele zur Rede stellten","Kritik auf Twitter kam massiv und schnell gegen Byron MacDonald, viele beschuldigten ihn öffentlich.",0.76,,2026-02-26T20:33:38.803076+00:00
195,"Currently they amount to around 100 people, predominantly young men.","Das sind zurzeit rund 100 Personen, überwiegend junge Männer.","Derzeit belaufen sie sich auf etwa 100 Personen, überwiegend junge Männer.",0.98,,2026-02-26T20:33:41.142037+00:00
196,"And additionally, she's doing something good for her health and her mind.",Ganz nebenbei tut sie dabei ihrer Gesundheit und ihrem Geist etwas Gutes.,Und zusätzlich tut sie etwas Gutes für ihre Gesundheit und ihren Geist.,0.92,,2026-02-26T20:33:43.448078+00:00
197,Then they fled.,Danach flohen sie.,Dann flohen sie.,0.91,,2026-02-26T20:33:45.998544+00:00
198,This has not been noted.,Dies sei nicht erkennbar.,Das wurde nicht vermerkt.,0.92,,2026-02-26T20:33:48.412064+00:00
199,"Attendees can tour the Central Hall, Period Rooms, Cactus Lounge and Tea Room.","Besucher können den Mittelsaal, die Stilzimmer, Kaktuslounge und den Teesalon besichtigen.","Besucher können die Haupt- bzw. Zentralhalle, die historischen Salons, die Kaktus-Lounge und den Teeraum besichtigen.",0.9,,2026-02-26T20:33:50.985442+00:00
200,"""We woke up and the water kept on coming,"" Hansford said.","""Wir sind aufgewacht und das Wasser strömte und strömte herein,"" sagte Hansford.","„Wir wachten auf und das Wasser hörte nicht auf zu kommen“, sagte Hansford.",0.95,,2026-02-26T20:33:53.106726+00:00
201,Frankie is one of the best jockeys of the modern era and it is no surprise he has reached this landmark so few have achieved before him.,"Frankie ist einer der besten Jockey der Moderne und es ist keine Überraschung, dass er diesen Meilenstein erreicht hat, den nur wenige vor ihm erreicht haben.","Frankie ist einer der besten Jockeys der modernen Ära, und es ist keine Überraschung, dass er diesen Meilenstein erreicht hat, den nur so wenige vor ihm erreicht haben.",0.92,,2026-02-26T20:33:56.208507+00:00
202,The German steel industry has been riddled with crises and uses a lot of energy - but it has been spared additional costs that could have run into the millions.,Die krisengebeutelte und energieintensive deutsche Stahlindustrie bleibt von zusätzlichen Kosten in Millionenhöhe verschont.,"Die deutsche Stahlindustrie ist von Krisen durchzogen und verbraucht viel Energie – doch sie wurde von zusätzlichen Kosten verschont, die sich auf Millionen hätten belaufen können.",0.92,,2026-02-26T20:33:58.952870+00:00
203,The result is mean climate temperatures that are actually a few degrees cooler than Earth's today.,"Das Ergebnis sind Durchschnittstemperaturen, die einige Grad kühler als die der Erde heute sind.","Das Ergebnis sind mittlere Klimatemperaturen, die tatsächlich ein paar Grad kühler sind als die heutigen der Erde.",0.92,,2026-02-26T20:34:01.511197+00:00
204,"Ahead of the summer games in Brazil, the World Anti-Doping Agency had put a lot of pressure on the African country to introduce an anti-doping law and a functioning system of checks.","Die Welt-Anti-Doping-Agentur hatte vor den Sommerspielen in Brasilien viel Druck auf das afrikanische Land ausgeübt, ein Anti-Doping-Gesetz und ein funktionierendes Kontrollsystem zu schaffen.","Im Vorfeld der Sommerspiele in Brasilien hatte die Welt-Anti-Doping-Agentur das afrikanische Land stark unter Druck gesetzt, ein Anti-Doping-Gesetz und ein funktionierendes Kontrollsystem einzuführen.",0.95,,2026-02-26T20:34:04.764828+00:00
205,"Justin Gatlin, aged 34, has already been banned twice for doping (in 2001 and 2006).",Der 34-jährige Justin Gatlin war bereits zweimal wegen Dopings (2001 und 2006) gesperrt.,"Justin Gatlin, 34 Jahre alt, wurde bereits zweimal wegen Dopings gesperrt (2001 und 2006).",0.99,,2026-02-26T20:34:07.124904+00:00
206,"Equally fraught was the new budget diet: Mystery dishes like loaves and casseroles became staples, the casserole a ""wonderful way to repurpose leftovers,"" Ms. Ziegelman noted, because cooks could hide unappetizing ingredients under a creamy coating of sauce.","Genauso angespannt war die neue Budgetdiät: Geheimnisvolle Speisen wie Brote und Kasserollen wurden zu Grundnahrungsmittel, die Kasserolle als ""wundervolle Art, Essensreste wiederzuverwerten,"" merkte Ziegelman an, da Köche unappetitliche Zutaten unter einer kremigen Sauce verstecken konnten.","Ebenso problematisch war die neue Spardiät: Rätselhafte Gerichte wie Brotlaibe und Aufläufe wurden zum Alltag, und der Auflauf sei „eine wunderbare Möglichkeit, Reste wiederzuverwenden“, bemerkte Frau Ziegelman, weil Köche unappetitliche Zutaten unter einer cremigen Sauce verbergen konnten.",0.95,,2026-02-26T20:34:10.988812+00:00
207,"Because they often don't know how to get help, there needs to be more accommodation just for them, says Bahr.","Da sie sich oft nicht zu helfen wüssten, brauche es mehr Unterkünfte nur für sie, fordert Bahr.","Weil sie oft nicht wissen, wie sie Hilfe bekommen können, braucht es laut Bahr mehr Unterstützung, die speziell auf sie zugeschnitten ist.",0.92,,2026-02-26T20:34:13.458212+00:00
208,"Here is what she does know: The Americans are 4-0 in the Olympic tournament and are tied for first place in their group with Britain, which remained unbeaten after defeating Japan, 2-0, on Thursday.","Das weiß sie allerdings: Die Amerikanerinnen liegen bei 4-0 im olympischen Wettkampf und sind gleichauf in ihrer Gruppe mit den Britinnen auf dem ersten Platz, die nach ihrem 2-0 Sieg gegen Japan ungeschlagen bleiben.","Das weiß sie: Die Amerikaner sind im olympischen Turnier 4:0 und teilen sich mit Großbritannien, das nach dem 2:0-Sieg gegen Japan am Donnerstag ungeschlagen blieb, den ersten Platz in ihrer Gruppe.",0.94,,2026-02-26T20:34:16.633052+00:00
