provider,model_id,id,src,ref,hyp,conf,parse_warnings,timestamp_utc,latency_translate_s,latency_conf_s,input_tokens,output_tokens
anthropic,claude-opus-4-6,42,Republican presidential candidate Donald Trump has run a controversial campaign.,Der republikanische Präsidentschaftskandidat Donald Trump hat bisher eine kontroverse Kampagne geführt.,Der republikanische Präsidentschaftskandidat Donald Trump hat einen kontroversen Wahlkampf geführt.,0.97,,2026-02-26T21:11:20.888486+00:00,2.474794864654541,3.1256275177001953,232,48
anthropic,claude-opus-4-6,43,"She said: ""In light of this, the JDC Executive has voted to reject the proposed new contract in full and to call for formal re-negotiations on all of your concerns.""","Sie sagte:""In Anbetracht dessen hat der JDC Vorstand abgestimmt, den vorgeschlagenen neuen Vertrag vollständig abzulehnen und offizielle Neuverhandlungen zu all Euren Sorgen angefordert.""","Sie sagte: âAngesichts dessen hat der JDC-Vorstand dafÃ¼r gestimmt, den vorgeschlagenen neuen Vertrag vollstÃ¤ndig abzulehnen und formelle Neuverhandlungen Ã¼ber alle Ihre Anliegen zu fordern.",0.35,translation_no_json,2026-02-26T21:11:26.166896+00:00,3.201101303100586,2.0766172409057617,338,85
anthropic,claude-opus-4-6,44,His wife told Hansford that it's the highest she's seen the creek in the 48 years she's lived there.,"Seine Frau sagte Hansford, dass sie in den 48 Jahren, in denen sie dort lebte, noch nie einen solchen Hochstand des Flusses gesehen hätte.","Seine Frau sagte Hansford, dass es der höchste Wasserstand sei, den sie in den 48 Jahren, die sie dort gelebt hat, am Bach gesehen habe.",0.92,,2026-02-26T21:11:31.596406+00:00,2.952512264251709,2.47635817527771,280,65
anthropic,claude-opus-4-6,45,"The shooting stars are the Perseids: some of the quickest shooting stars, travelling at 216000 kilometres an hour.","Bei den Sternschuppen handelt es sich um Perseiden, die mit 216000 Kilometern pro Stunde zu den schnellsten Sternschnuppen gehören.","Die Sternschnuppen sind die Perseiden: einige der schnellsten Sternschnuppen, die mit 216000 Kilometern pro Stunde unterwegs sind.",0.95,,2026-02-26T21:11:36.965568+00:00,2.8825924396514893,2.4860246181488037,282,65
anthropic,claude-opus-4-6,46,"'I was referring to a swimmer's performance, and not to them as a person.'","""Ich habe mich auf die Leistung der Schwimmerin und nicht auf sie als Person bezogen.""",Ich bezog mich auf die Leistung eines Schwimmers und nicht auf ihn als Person.,0.9,,2026-02-26T21:11:42.646959+00:00,2.460064649581909,3.220787763595581,242,43
anthropic,claude-opus-4-6,47,"So it appears that there were multiple armed combatants out here and that they were actively engaged,"" Philadelphia police Captain Anthony Ginaldi told the station.","So scheint es hier mehrere bewaffnete Kämpfer gegeben zu haben, die sehr aktiv beteiligt waren,"" teilte Polizeihautpmann Anthony Ginaldi der Polizei in Philadelphia dem Sender mit.","Es scheint also, dass es hier draußen mehrere bewaffnete Kämpfer gab und dass sie aktiv beteiligt waren"", sagte der Polizeihauptmann von Philadelphia, Anthony Ginaldi, dem Sender.",0.9,,2026-02-26T21:11:48.339624+00:00,3.641627073287964,2.0504281520843506,297,75
anthropic,claude-opus-4-6,48,"Justin Gatlin (100, 200, 4x100m relay/USA): The 34-year-old is one of the most controversial track athletes.","Justin Gatlin (100, 200, 4x100-m-Staffel/USA): Der 34-Jährige gehört zu den umstrittensten Figuren in der Leichtathletik.","Justin Gatlin (100, 200, 4x100m-Staffel/USA): Der 34-Jährige ist einer der umstrittensten Leichtathleten.",0.95,,2026-02-26T21:11:53.665479+00:00,2.888287305831909,2.4369380474090576,295,64
anthropic,claude-opus-4-6,49,Multiple houses and vehicles in the area were also struck.,Es wurden auch mehrere Häuser und Fahrzeuge in dem Gebiet getroffen.,Mehrere Häuser und Fahrzeuge in der Gegend wurden ebenfalls getroffen.,0.97,,2026-02-26T21:11:58.669415+00:00,2.4426112174987793,2.5607242584228516,226,43
anthropic,claude-opus-4-6,50,"Ms. Ziegelman recalled: ""She actually got people sick.""","Ziegelman erinnerte sich: ""Sie machte Leute tatsächlich krank.""",Frau Ziegelman erinnerte sich: âSie hat tatsÃ¤chlich Leute krank gemacht.,0.6,translation_no_json,2026-02-26T21:12:04.257548+00:00,3.1366567611694336,2.450580596923828,243,46
anthropic,claude-opus-4-6,51,"""We always tell victims not to pay up: that simply exacerbates the problem,"" explains Kleczynski.","""Wir sagen den Opfern immer: Zahlt nicht, ihr fördert damit nur das Problem"", erklärt Kleczynski.","âWir raten den Opfern immer, nicht zu bezahlen: Das verschÃ¤rft das Problem nur",0.85,translation_no_json,2026-02-26T21:12:09.835775+00:00,3.487203598022461,2.090315818786621,263,56
anthropic,claude-opus-4-6,52,"""We are currently seeing harmful software develop terrifyingly quickly,"" explains Malwarebytes' CEO, Marcin Kleczynski, in an interview with ""Die Welt"" newspaper.","""Wir beobachten aktuell eine erschreckend schnelle Evolution der Schadsoftware"", erklärt Malwarebytes-Chef Marcin Kleczynski im Gespräch mit der ""Welt"".","âWir sehen derzeit, dass sich schÃ¤dliche Software erschreckend schnell weiterentwickelt",0.75,translation_no_json,2026-02-26T21:12:16.322091+00:00,4.3154237270355225,2.170269012451172,296,72
anthropic,claude-opus-4-6,53,"The ransomware encrypts these files, and deletes the originals for good.",Diese Dateien verschlüsselt die Ransomware und löscht die Originale nachhaltig.,Die Ransomware verschlüsselt diese Dateien und löscht die Originale endgültig.,0.95,,2026-02-26T21:12:21.103794+00:00,2.5125064849853516,2.268557071685791,243,45
anthropic,claude-opus-4-6,54,"Last August, The New York Times reported the existence of the Pentagon inspector general investigation, opened after complaints by Centcom analysts.","Im vergangenen August berichtete die New York Times von Ermittlungen durch den Generalinspekteur des Pentagon, die nach Beschwerden von Centcom Analysten aufgenommen wurden.","Letzten August berichtete die New York Times über die Existenz der Untersuchung des Pentagon-Generalinspekteurs, die nach Beschwerden von Centcom-Analysten eingeleitet wurde.",0.95,,2026-02-26T21:12:26.106984+00:00,2.977804183959961,2.0248019695281982,284,71
anthropic,claude-opus-4-6,55,It was hard not to admire Fiji's whole joyful approach.,Es war nicht schwer den spielerischen Ansatz Fijis zu bewundern.,"Es war schwer, Fijis ganze freudige Art nicht zu bewundern.",0.92,,2026-02-26T21:12:31.396785+00:00,2.4509177207946777,2.8383090496063232,233,39
anthropic,claude-opus-4-6,56,During training the German pulled a ligament in his knee. At least it's clear who'll be wearing the number one jersey for Barca: Claudio Bravo.,"Der Deutsche erlitt im Training eine Bänderstauchung im Knie, womit die Einserfrage bei Barca zumindest vorerst zugunsten von Claudio Bravo geklärt ist.","Im Training zog sich der Deutsche eine Bänderdehnung im Knie zu. Zumindest ist klar, wer bei Barça das Trikot mit der Nummer eins tragen wird: Claudio Bravo.",0.9,,2026-02-26T21:12:37.644910+00:00,3.752185106277466,2.4954073429107666,311,76
anthropic,claude-opus-4-6,57,"For Kerstin Neugebauer, who has been living in a block of flats next-door to controversial number 94 for 17 years, there can be no talk of uncertainty.","Für Kerstin Neugebauer, die seit 17 Jahren in einem Mietshaus neben der umstrittenen 94 wohnt, kann von Unsicherheit keine Rede sein.","Für Kerstin Neugebauer, die seit 17 Jahren in einem Wohnblock neben der umstrittenen Nummer 94 lebt, kann von Unsicherheit keine Rede sein.",0.95,,2026-02-26T21:12:42.585597+00:00,2.5083906650543213,2.4316790103912354,316,69
anthropic,claude-opus-4-6,58,Do the smiles convince?,Überzeugen die lächelnden Gesichter?,Überzeugt das Lächeln?,0.92,,2026-02-26T21:12:47.466013+00:00,2.633378028869629,2.2464637756347656,203,30
anthropic,claude-opus-4-6,59,This is generally used by large US banks.,Das nutzen gerade große US-Banken.,Dies wird im Allgemeinen von großen US-Banken verwendet.,0.97,,2026-02-26T21:12:51.768508+00:00,2.178117036819458,2.123873472213745,216,36
anthropic,claude-opus-4-6,60,"""Groups such as the ""Identitäre Bewegung"" are trying to approach their target group on their level,"" said the head of constitutional protection.","""Gruppen wie die 'Identitäre Bewegung' versuchen, ihre Zielgruppe da abzuholen, wo sie steht"", sagte der Verfassungsschutzchef.",Gruppen wie die âIdentitÃ¤re Bewegung,0.1,translation_no_json,2026-02-26T21:12:56.645766+00:00,2.7286622524261475,2.1480555534362793,263,67
anthropic,claude-opus-4-6,61,"There was no whipped cream, just prunes, a little bit of flour, sugar, water and cinnamon.","Es gab keine geschlagene Sahne, nur Pflaumen, etwas Mehl, Zucker, Wasser und Zimt.","Es gab keine Schlagsahne, nur Pflaumen, ein wenig Mehl, Zucker, Wasser und Zimt.",0.92,,2026-02-26T21:13:01.508999+00:00,2.305837392807007,2.5568671226501465,266,55
anthropic,claude-opus-4-6,62,"After he had beaten 16 rivals from within the Republican camp, doubt is now growing as to whether he will be successful in the race for the White House.","Nachdem er 16 Rivalen innerhalb des eigenen republikanischen Lagers aus dem Rennen geworfen hat, wachsen nun die Zweifel an seinem Erfolg im Kampf um das Weiße Haus.","Nachdem er 16 Rivalen aus dem republikanischen Lager geschlagen hatte, wachsen nun die Zweifel, ob er im Rennen um das Weiße Haus erfolgreich sein wird.",0.95,,2026-02-26T21:13:06.556839+00:00,2.9380528926849365,2.1092262268066406,299,72
anthropic,claude-opus-4-6,63,Tourists on the beach at Aveiro were terrified when the plane appeared out of the murk and flew at an incredibly low altitude,"Touristen am Strand von Aveiro waren in Panik versetzt, als das Flugzeug aus der Dunkelheit kam und unglaublich tief flog","Touristen am Strand von Aveiro waren verängstigt, als das Flugzeug aus dem Dunst auftauchte und in unglaublich niedriger Höhe flog",0.9,,2026-02-26T21:13:11.425078+00:00,2.547330856323242,2.320277452468872,283,66
anthropic,claude-opus-4-6,64,"But the target group wasn't right: there were more people from North Rhine-Westphalia, Berlin and Saxony there than people from Mecklenburg-Vorpommern.","Aber die Zielgruppe stimmte nicht, es waren mehr Nordrhein-Westfalen, Berliner und Sachsen da als Mecklenburger und Vorpommern.","Aber die Zielgruppe stimmte nicht: Es waren mehr Menschen aus Nordrhein-Westfalen, Berlin und Sachsen dort als Menschen aus Mecklenburg-Vorpommern.",0.97,,2026-02-26T21:13:16.223344+00:00,2.8263421058654785,1.971315622329712,310,67
anthropic,claude-opus-4-6,65,"Doctors recommend an examination in a sleep lab for patients whose snoring disrupts their breathing, for people who feel abnormally sleepy during the day, for sleepwalkers, or if the cause of a sleep disorder cannot be pinpointed, explains Fietze.","Zur Untersuchung im Schlaflabor raten Mediziner zum Beispiel bei Schnarchen mit Atemaussetzern, bei krankhafter Tagesmüdigkeit, bei Schlafwandlern oder wenn man die Ursache einer Durchschlafstörung nicht findet, erklärt Fietze.","Ärzte empfehlen eine Untersuchung im Schlaflabor für Patienten, deren Schnarchen die Atmung beeinträchtigt, für Menschen, die tagsüber ungewöhnlich schläfrig sind, für Schlafwandler oder wenn die Ursache einer Schlafstörung nicht ermittelt werden kann, erklärt Fietze.",0.95,,2026-02-26T21:13:21.736506+00:00,3.2607643604278564,2.2518441677093506,393,116
anthropic,claude-opus-4-6,66,"In Bavaria, the seven district governments are responsible for providing accommodation for refugees.",In Bayern sind die sieben Bezirksregierungen für die Unterbringung von Flüchtlingen zuständig.,In Bayern sind die sieben Bezirksregierungen für die Unterbringung von Flüchtlingen zuständig.,0.95,,2026-02-26T21:13:26.505377+00:00,2.414016008377075,2.3545539379119873,240,48
anthropic,claude-opus-4-6,67,His mother stares at the tabletop.,Seine Mutter starrt auf die Tischplatte.,Seine Mutter starrt auf die Tischplatte.,0.98,,2026-02-26T21:13:30.541099+00:00,2.0128333568573,2.02240252494812,214,33
anthropic,claude-opus-4-6,68,He voiced particular alarm about postal voting fraud - in which senior members of the Muslim community were said to have exerted pressure on people to vote for a candidate of their choosing.,"Er äußerte sich insbesondere alarmierend zur betrügerischen Briefwahl - bei der ältere Mitglieder der muslimischen Gemeinschaft Druck auf Leute gemacht hätten, einen Kandidaten ihrer Wahl zu wählen.","Er äußerte besondere Besorgnis über Briefwahlbetrug – bei dem hochrangige Mitglieder der muslimischen Gemeinschaft Druck auf Menschen ausgeübt haben sollen, für einen Kandidaten ihrer Wahl zu stimmen.",0.95,,2026-02-26T21:13:35.670664+00:00,2.972003936767578,2.1571977138519287,313,81
anthropic,claude-opus-4-6,69,And it can be the case that several factors have an impact on each other.,"Und es kann sein, dass verschiedene Faktoren einander bedingen.","Und es kann der Fall sein, dass mehrere Faktoren sich gegenseitig beeinflussen.",0.95,,2026-02-26T21:13:40.258139+00:00,2.180180072784424,2.4066741466522217,236,42
anthropic,claude-opus-4-6,70,"It is as if the Olympic torch itself were a flaming baton, passed from archer to swimmer to gymnast to triathlete.","Es ist, als wäre die olympische Fackel selbst ein brennender Stab, der vom Armbrustschützen zum Schwimmer zum Turner zum Triathleten gereicht wird.","Es ist, als wäre die olympische Fackel selbst ein flammender Staffelstab, der vom Bogenschützen zum Schwimmer, zum Turner, zum Triathleten weitergereicht wird.",0.95,,2026-02-26T21:13:46.284141+00:00,3.8193178176879883,2.206101894378662,289,72
anthropic,claude-opus-4-6,71,"Investigators believe it was a dispute among Ulm's biker gangs, between a Kurdish gang and a Turkish gang.",Den Ermittlern zufolge geht es um einen Streit im Ulmer Rockermilieu zwischen einer kurdischen und einer türkischen Gang.,"Die Ermittler gehen von einer Auseinandersetzung unter Ulmer Rockergangs aus, zwischen einer kurdischen und einer türkischen Gang.",0.95,,2026-02-26T21:13:51.735693+00:00,3.394561290740967,2.0563971996307373,270,57
anthropic,claude-opus-4-6,72,"They are judged on execution, difficulty and ""flight time,"" according to the official Olympic program.","Sie werden laut offiziellem Olympiaprogramm nach Ausführung, Schwierigkeitsgrad und ""Flugzeit"" bewertet.","Sie werden nach AusfÃ¼hrung, Schwierigkeitsgrad und âFlugzeit",0.35,translation_no_json,2026-02-26T21:13:56.433491+00:00,2.6083555221557617,2.0888776779174805,246,62
anthropic,claude-opus-4-6,73,"Mr Jones said: ""The three men thrown in the water are lucky to be alive and completely uninjured.","Herr Jones sagte: ""Die drei Männer, die ins Wasser geworfen wurden, haben Glück unverletzt und noch am Leben zu sein.","Herr Jones sagte: „Die drei Männer, die ins Wasser geworfen wurden, haben Glück, dass sie am Leben und völlig unverletzt sind.",0.92,,2026-02-26T21:14:00.964861+00:00,2.5197274684906006,2.0110721588134766,267,60
anthropic,claude-opus-4-6,74,A front-row seat to the stunning architecture of the Los Angeles Central Library,Ein Sitz in der vordersten Reihe zur atemberaubenden Architektur der Zentralbibliothek von Los Angeles,Ein Platz in der ersten Reihe für die atemberaubende Architektur der Los Angeles Central Library,0.95,,2026-02-26T21:14:07.029125+00:00,2.6985137462615967,3.365090847015381,236,44
anthropic,claude-opus-4-6,75,The 29-year-old defended herself by saying she had suffered with bad toothache after an operation.,"Sie habe nach einer Operation starke Zahnschmerzen gehabt, verteidigte sich die 29-Jährige.","Die 29-Jährige verteidigte sich damit, dass sie nach einer Operation unter starken Zahnschmerzen gelitten habe.",0.95,,2026-02-26T21:14:11.978846+00:00,2.8918843269348145,2.056873321533203,261,54
anthropic,claude-opus-4-6,76,In a meeting with President Putin shown on state television both men claimed that the chief of staff was stepping down at his own request.,"Bei einem Treffen mit Präsident Putin, das im Fernsehen ausgestrahlt wurde, behaupteten beide Männer, dass der Stabschef auf eigenen Wunsch zurücktritt.","In einem im Staatsfernsehen gezeigten Treffen mit Präsident Putin behaupteten beide Männer, dass der Stabschef auf eigenen Wunsch zurücktrete.",0.95,,2026-02-26T21:14:17.732930+00:00,3.6778833866119385,2.075563669204712,279,66
anthropic,claude-opus-4-6,77,"""VW must fully meet the requirements of my investigative committee and the KBA.""","""VW hat die Auflagen meiner Untersuchungskommission und des KBA vollumfänglich zu erfüllen.""",VW muss die Anforderungen meines Untersuchungsausschusses und des KBA vollständig erfüllen.,0.95,,2026-02-26T21:14:22.768935+00:00,2.876291275024414,2.159085988998413,247,50
anthropic,claude-opus-4-6,78,"""My job isn't about a retirement tour.""","""Mein Job beinhaltet keine Abschieds-Tour.""",Bei meinem Job geht es nicht um eine Abschiedstournee.,0.95,,2026-02-26T21:14:27.863352+00:00,2.9167652130126953,2.1770591735839844,218,37
anthropic,claude-opus-4-6,79,"Like the Olympics, Heathrow is an infrastructure project for the many, not just the few.",Wie die Olympischen Spiele ist Heathrow für viele und nicht für einzelne ein Infrastrukturprojekt.,"Wie die Olympischen Spiele ist Heathrow ein Infrastrukturprojekt für die Vielen, nicht nur für die Wenigen.",0.95,,2026-02-26T21:14:32.260943+00:00,2.167734384536743,2.22927188873291,259,56
anthropic,claude-opus-4-6,80,"While many baseball legends take to the great stage over their last few games, Rodriguez had to sit on the sidelines.","Während viele Baseball-Legenden in ihren letzten Spielen noch einmal die große Bühne erhalten, musste Rodriguez häufig auf der Bank sitzen.","Während viele Baseball-Legenden in ihren letzten Spielen die große Bühne betreten, musste Rodriguez auf der Ersatzbank sitzen.",0.92,,2026-02-26T21:14:37.056140+00:00,2.856513500213623,1.9380884170532227,268,59
anthropic,claude-opus-4-6,81,Is Ethiopia about to crack?,Ist Äthiopien gerade dabei zusammenzubrechen?,Steht Äthiopien vor dem Zerbrechen?,0.85,,2026-02-26T21:14:41.805141+00:00,2.6479461193084717,2.1004292964935303,207,34
anthropic,claude-opus-4-6,82,Law are constantly being passed in the name of anti-terrorism.,Ständig wird im Namen der Terrorbekämpfung an Gesetzen geschraubt.,Im Namen der Terrorismusbekämpfung werden ständig Gesetze verabschiedet.,0.92,,2026-02-26T21:14:46.411000+00:00,2.654430627822876,1.9508345127105713,232,44
anthropic,claude-opus-4-6,83,"The ""Intercultural Journey"" project continues.","Das Projekt ""Interkulturellen Reise"" geht weiter.",Das Projekt âInterkulturelle Reise,0.6,translation_no_json,2026-02-26T21:14:51.116755+00:00,2.550541877746582,2.1545145511627197,211,37
anthropic,claude-opus-4-6,84,That is what the Hollywood star has made abundantly clear in an interview.,Das hat der Hollywood-Star in einem Interview jetzt unmissverständlich klar gemacht.,Das hat der Hollywood-Star in einem Interview mehr als deutlich gemacht.,0.97,,2026-02-26T21:14:56.558411+00:00,3.093640089035034,2.347417116165161,226,35
anthropic,claude-opus-4-6,85,Then perpetrators discovered extortion software.,Dann entdeckten die Täter Erpressungs-Software für sich.,Dann entdeckten Täter Erpressungssoftware.,0.9,,2026-02-26T21:15:01.161807+00:00,2.4794812202453613,2.1233344078063965,213,36
anthropic,claude-opus-4-6,86,"""The last major flood we had was in March,"" said city administrator Lacy Landrum.","""Die letzte große Überschwemmung, die wir hatten, war im März,"" sagte Lacy Landrum von der Stadtverwaltung.","""Die letzte große Überschwemmung, die wir hatten, war im März"", sagte die Stadtverwalterin Lacy Landrum.",0.92,,2026-02-26T21:15:06.316591+00:00,2.802823066711426,2.3513283729553223,260,58
anthropic,claude-opus-4-6,87,"At each stage, Alexandra Burkhardt and Heidi Faller were responsible for creating a delicious, nourishing dinner and breakfast.",An den Etappenzielen sorgten Alexandra Burkhardt und Heidi Faller für ein schmackhaftes wie auch stärkendes Abendessen und das Frühstück.,"In jeder Etappe waren Alexandra Burkhardt und Heidi Faller für die Zubereitung eines köstlichen, nahrhaften Abendessens und Frühstücks verantwortlich.",0.95,,2026-02-26T21:15:11.430248+00:00,2.5323987007141113,2.5806386470794678,292,71
anthropic,claude-opus-4-6,88,"The perpetrator is on the run, she said, and he is officially being sought.","Der Täter sei auf der Flucht, nach ihm werde öffentlich gefahndet.","Der Täter sei auf der Flucht, sagte sie, und er werde offiziell gesucht.",0.95,,2026-02-26T21:15:16.318049+00:00,2.421862840652466,2.4653377532958984,243,46
anthropic,claude-opus-4-6,89,The Portuguese Air Force said today the pilot of the P-3C Orion plane was on a training flight to identify fishing boats off the coast and had to drop so low because it was the only way of checking them.,"Die portugiesischen Luftstreitkräfte gaben heute an, dass sich der Pilot des P-3C Orion Flugzeugs auf einem Trainingsflug befand, um Fischerboote vor der Küste zu identifizieren und dabei so tief fliegen musste, dass dies die einzige Möglichkeit darstellte, sie zu erkennen.","Die portugiesische Luftwaffe erklärte heute, der Pilot des P-3C Orion-Flugzeugs habe sich auf einem Trainingsflug zur Identifizierung von Fischerbooten vor der Küste befunden und habe so tief fliegen müssen, da dies die einzige Möglichkeit gewesen sei, diese zu überprüfen.",0.95,,2026-02-26T21:15:21.992778+00:00,3.3733675479888916,2.300729513168335,367,114
anthropic,claude-opus-4-6,90,"Treats says nude calendar for 'women, as well as men'","Treats will Nacktkalendar für ""Frauen und für Männer""","Treats sagt, Nacktkalender für 'Frauen ebenso wie für Männer'",0.88,,2026-02-26T21:15:27.093996+00:00,2.182410478591919,2.9181602001190186,235,44
anthropic,claude-opus-4-6,91,My last stop is a shop said to have inspired a fresh generation of vinyl lovers: Urban Outfitters.,"Mein letzter Halt ist ein Geschäft, von dem gesagt wird, dass eine neue Generation von Plattenliebhabern inspiriert haben soll: Urban Outfitters.","Mein letzter Halt ist ein Geschäft, das eine neue Generation von Vinyl-Liebhabern inspiriert haben soll: Urban Outfitters.",0.95,,2026-02-26T21:15:31.653497+00:00,2.488409996032715,2.0704805850982666,265,58
anthropic,claude-opus-4-6,92,"Especially savory are the accounts of the government's response to its hungry citizenry, like President Herbert Hoover's let-me-eat-cake attitude.","Insbesondere schmackhaft sind die Berichte über die Antwort der Regierung an die hungernden Bürger, wie Präsident Herbert Hoovers Lass-mich-Kuchen-Essen-Haltung.","Besonders pikant sind die Berichte über die Reaktion der Regierung auf ihre hungernde Bevölkerung, wie etwa die Lasst-mich-Kuchen-essen-Haltung von Präsident Herbert Hoover.",0.72,,2026-02-26T21:15:36.750998+00:00,3.1360344886779785,1.960864543914795,310,79
anthropic,claude-opus-4-6,93,It's a rare sight.,Seltener Anblick.,Es ist ein seltener Anblick.,0.97,,2026-02-26T21:15:41.228474+00:00,2.3802759647369385,2.0965826511383057,203,29
anthropic,claude-opus-4-6,94,"United States' Simone Biles, left, and Aly Raisman embrace after winning gold and silver respectively for the artistic gymnastics women's individual all-around final at the 2016 Summer Olympics in Rio de Janeiro, Brazil, Thursday, Aug.","Die Amerikanerinnen Simone Biles, links, und Aly Raisman umarmen sich, nachdem sie jeweils Gold und Silber im Einzelmehrkampffinale der Frauen im Kunstturnen bei den Olympischen Sommerspielen 2016 in Rio de Janeiro, Brasilien, Donnerstag, gewonnen haben","Die US-Amerikanerinnen Simone Biles, links, und Aly Raisman umarmen sich, nachdem sie Gold bzw. Silber im Mehrkampf-Finale der Frauen in der Kunstgymnastik bei den Olympischen Sommerspielen 2016 in Rio de Janeiro, Brasilien, am Donnerstag, Aug. gewonnen haben.",0.92,,2026-02-26T21:15:47.385414+00:00,3.7456183433532715,2.4107284545898438,392,115
anthropic,claude-opus-4-6,95,Strong demand for medical technology in Asia has boosted Carl Zeiss Meditec's turnover.,Eine hohe Nachfrage nach Medizintechnik in Asien hat den Umsatz von Carl Zeiss Meditec angekurbelt.,Die starke Nachfrage nach Medizintechnik in Asien hat den Umsatz von Carl Zeiss Meditec gesteigert.,0.97,,2026-02-26T21:15:51.752304+00:00,2.2774813175201416,2.0887694358825684,262,57
anthropic,claude-opus-4-6,96,"The safety systems include city emergency braking assistant (functions up to a speed of 32), collision warning system, and the lane departure warning system.","Zu den Sicherheitssystemen gehört der City-Notbremsassistent (arbeitet bis Tempo 32), das Kollisionswarnsystem und der Spurhalteassistent.","Die Sicherheitssysteme umfassen den City-Notbremsassistenten (funktioniert bis zu einer Geschwindigkeit von 32), das Kollisionswarnsystem und den Spurverlassenswarner.",0.85,,2026-02-26T21:15:56.508976+00:00,2.699967384338379,2.0561203956604004,295,74
anthropic,claude-opus-4-6,97,"Two of the men were rescued by a local fishing boat, while the third man, aged 60, was found exhausted and clinging to a buoy without a lifejacket.","Zwei der Männer wurden von einem örtlichen Fischerboot gerettet, während der dritte Mann im Alter von 60 erschöpft und an einer Boje hängend ohne Rettungsweste aufgefunden wurde.","Zwei der Männer wurden von einem örtlichen Fischerboot gerettet, während der dritte Mann, 60 Jahre alt, erschöpft und ohne Schwimmweste an einer Boje klammernd aufgefunden wurde.",0.97,,2026-02-26T21:16:03.587468+00:00,4.576507329940796,2.501361131668091,316,76
anthropic,claude-opus-4-6,98,"When the IOC announced that it would hold more than 2000 targeted doping checks in advance of the Rio games, it also announced, unusually, that athletes from Kenya and Russia would be examined particularly closely.","Bei der Ankündigung der vom IOC aufgelegten mehr als 2000 Doping-Zielkontrollen vor den Rio-Spielen wurde ungewöhnlicherweise vorher darauf hingewiesen, dass besonders Athleten aus Kenia und Russland ins Visier genommen werden.","Als das IOC ankündigte, dass es im Vorfeld der Spiele in Rio mehr als 2000 gezielte Dopingkontrollen durchführen würde, gab es auch – ungewöhnlicherweise – bekannt, dass Athleten aus Kenia und Russland besonders genau untersucht würden.",0.97,,2026-02-26T21:16:09.039285+00:00,3.214346408843994,2.2368133068084717,350,99
anthropic,claude-opus-4-6,99,"Skinner was the man Britain's coaches stuck with, seeing potential in the Scot which has now been realised.","Skinner war der Mann, bei dem sie blieben, als sie Potenzial in dem Schotten sahen, das sich jetzt entfaltet hat.","Skinner war der Mann, an dem Großbritanniens Trainer festhielten, da sie Potenzial in dem Schotten sahen, das sich nun verwirklicht hat.",0.97,,2026-02-26T21:16:14.523682+00:00,3.391633987426758,2.0921437740325928,275,62
anthropic,claude-opus-4-6,100,De Maizière also presented a few new ideas.,Ein paar neue Ideen präsentiert de Maizière auch.,De Maizière präsentierte auch einige neue Ideen.,0.97,,2026-02-26T21:16:19.400556+00:00,2.230539083480835,2.64546275138855,220,35
anthropic,claude-opus-4-6,101,"And even this week, state TV has been predicting cheaper fruit and vegetables once Turkish agricultural imports are permitted again.","Diese Woche prognostizierte das Staatsfernsehen billigeres Obst und Gemüse, sobald die türkischen Agrarimporte wieder erlaubt werden.","Und sogar diese Woche hat das Staatsfernsehen billigeres Obst und Gemüse vorhergesagt, sobald türkische Agrarimporte wieder zugelassen werden.",0.95,,2026-02-26T21:16:25.071482+00:00,3.0868711471557617,2.5834567546844482,273,66
anthropic,claude-opus-4-6,102,"U.S. Wins 4th Straight in Women's Field Hockey, Setting Up Showdown With Britain","Die USA gewinnen viertes Match im Feldhockey der Frauen, ein Showdown mit Großbritannien steht bevor",USA gewinnt 4. Sieg in Folge im Damen-Feldhockey und bereitet damit ein Duell mit Großbritannien vor,0.85,,2026-02-26T21:16:30.495151+00:00,2.9415862560272217,2.4814746379852295,264,55
anthropic,claude-opus-4-6,103,"De facto, the administration cannot find any private homes.",De facto findet die Verwaltung keine privaten Wohnungen.,De facto kann die Verwaltung keine privaten Wohnungen finden.,0.85,,2026-02-26T21:16:35.198833+00:00,2.506004810333252,2.197059154510498,220,36
anthropic,claude-opus-4-6,104,"Despite this, he believes they are achievable, and is not demanding anything that has no chance with the coalition partner.","Er halte dies trotzdem für zumutbar und fordere auch nichts, was beim Koalitionspartner ohnehin keine Chancen habe.","Trotzdem glaubt er, dass sie erreichbar sind, und fordert nichts, was beim Koalitionspartner keine Chance hat.",0.95,,2026-02-26T21:16:39.280714+00:00,1.9018659591674805,2.179419755935669,263,54
anthropic,claude-opus-4-6,105,"A culture of political correctness has led to a blind eye being turned to widespread voting fraud in Muslim communities, a devastating government report reveals today.","Eine Kultur der Political Correctness hat dazu geführt, dass weitverbreiteter Wahlbetrug in muslimischen Gemeinden wissentlich ignoriert wird wie ein vernichtender Regierungsbericht heute offenlegte.","Eine Kultur der politischen Korrektheit hat dazu geführt, dass weit verbreiteter Wahlbetrug in muslimischen Gemeinden ignoriert wurde, wie ein vernichtender Regierungsbericht heute enthüllt.",0.95,,2026-02-26T21:16:45.024657+00:00,2.960766553878784,2.7825491428375244,296,77
